trial,enrollment,phase
NCT03093519,21.0,PHASE1
NCT05516147,12.0,
NCT06611878,113.0,
NCT05575076,1081.0,PHASE3
NCT06694597,76.0,PHASE2
NCT00551161,12.0,PHASE4
NCT04919005,34.0,
NCT05466422,34.0,PHASE1
NCT03466177,320.0,
NCT03020381,600.0,
NCT05379348,1423.0,
NCT06723015,135.0,PHASE2
NCT04213391,160.0,
NCT03560960,57.0,EARLY_PHASE1
NCT04800588,2000.0,
NCT03991988,32.0,PHASE2
NCT06343636,115.0,PHASE1
NCT04203121,10.0,
NCT03711825,8.0,EARLY_PHASE1
NCT05151562,60.0,
NCT05939362,80.0,
NCT02108769,20.0,
NCT02134041,150.0,
NCT06221202,72.0,
NCT00403507,79.0,PHASE2
NCT07069244,110.0,
NCT06938763,76.0,PHASE1
NCT06042413,1200.0,
NCT05626205,20.0,
NCT04935372,200.0,
NCT05524181,50.0,
NCT04601038,52.0,PHASE2
NCT06242574,0.0,
NCT04021888,60.0,
NCT00119561,154.0,
NCT06254469,230.0,PHASE3
NCT04205539,0.0,PHASE1
NCT04100057,150.0,
NCT03030365,30.0,
NCT03846492,90.0,
NCT03901092,242.0,PHASE3
NCT01138111,45.0,PHASE1
NCT03657732,40000.0,
NCT03883633,30.0,
NCT04337255,250.0,
NCT03824197,25.0,
NCT01089582,628.0,
NCT06840054,30.0,PHASE2
NCT01039194,18.0,PHASE1
NCT03821857,200.0,PHASE4
NCT03389698,27.0,
NCT06072963,80.0,PHASE2
NCT03649724,180.0,PHASE2
NCT05925621,500.0,
NCT01565330,20.0,PHASE1
NCT05321498,0.0,PHASE2
NCT06295263,460.0,
NCT04851496,80.0,
NCT03721705,190.0,PHASE3
NCT02769065,179.0,PHASE1
NCT01566071,60.0,
NCT03076671,783.0,
NCT05973448,335.0,
NCT05163626,200.0,
NCT05270408,33.0,
NCT06548191,60.0,PHASE1
NCT00906191,6.0,PHASE1
NCT03313518,30.0,
NCT00599469,4.0,PHASE1
NCT06023407,60.0,
NCT03324711,75.0,
NCT06868004,105.0,
NCT00110552,111.0,PHASE1
NCT07016178,400.0,
NCT01839422,60.0,
NCT04514328,0.0,
NCT01743534,32.0,
NCT00253214,973.0,PHASE3
NCT03116126,148.0,PHASE3
NCT03981159,20.0,
NCT04495686,171.0,
NCT05842473,63.0,
NCT03617497,78.0,
NCT02294513,25.0,
NCT06321380,120.0,
NCT02978768,67.0,
NCT01970150,5.0,
NCT05207397,24.0,
NCT06245031,402.0,
NCT03179501,4.0,PHASE1
NCT01696591,14.0,
NCT04606420,51.0,
NCT03959124,30.0,
NCT05202223,80.0,
NCT04104659,200.0,
NCT05785156,129.0,
NCT05430867,150.0,PHASE4
NCT03134963,42.0,
NCT03274817,5.0,PHASE1
NCT06448975,30.0,
NCT06740864,30.0,
NCT05246332,22.0,
NCT06019117,104.0,
NCT06099197,40.0,
NCT05269173,240.0,PHASE2
NCT00960531,160.0,PHASE2
NCT00253201,636.0,PHASE3
NCT00017940,8.0,PHASE1
NCT05055310,1000.0,
NCT07075770,60.0,
NCT01094145,6.0,
NCT03920826,46.0,
NCT01565291,32.0,EARLY_PHASE1
NCT06801639,24.0,
NCT03472664,120.0,
NCT05680532,21.0,
NCT05138263,640.0,
NCT01850238,30.0,PHASE1
NCT05817643,12.0,PHASE1
NCT06127368,56.0,PHASE1
NCT06298474,120.0,
NCT04004702,65.0,PHASE2
NCT06281314,60.0,
NCT05200208,20.0,
NCT04627662,400.0,
NCT05715866,30.0,
NCT04992195,500.0,
NCT06732128,50.0,
NCT05575271,6.0,
NCT01570322,400.0,
NCT06029114,450.0,
NCT04533815,23.0,
NCT06368115,11375.0,
NCT05150990,186.0,
NCT06467539,80.0,PHASE2
NCT04851691,158.0,
NCT04131491,80.0,
NCT03367403,272.0,PHASE2
NCT04044131,120.0,PHASE2
NCT05741853,60.0,
NCT06661564,90.0,
NCT01042314,18.0,PHASE1
NCT05260151,155.0,
NCT06781333,8.0,PHASE2
NCT03847038,306.0,
NCT03902548,14.0,PHASE1
NCT07021040,125.0,
NCT04733989,1002.0,
NCT00870974,48.0,PHASE1
NCT06027320,992.0,
NCT04096261,0.0,
NCT06104852,600.0,
NCT04570085,248.0,PHASE3
NCT05460143,200.0,
NCT06185543,20.0,PHASE2
NCT06793735,480.0,
NCT03981380,59.0,
NCT05411822,36.0,
NCT00039702,40.0,
NCT05449626,400.0,
NCT03887923,5.0,
NCT05801380,60.0,
NCT00000177,120.0,PHASE3
NCT06881836,240.0,PHASE2
NCT04981587,64.0,
NCT06489847,30.0,
NCT00743743,0.0,PHASE3
NCT01194713,26.0,
NCT01400542,22.0,
NCT03330587,60.0,
NCT06249204,449.0,
NCT03217396,300.0,
NCT06557863,80.0,
NCT03461276,134.0,PHASE2
NCT06083350,144.0,
NCT00064870,10000.0,
NCT04555941,54.0,PHASE2
NCT05821153,8.0,PHASE1
NCT02340195,16.0,PHASE1
NCT06875739,310.0,
NCT03752463,154.0,PHASE2
NCT02750306,285.0,PHASE3
NCT00094913,105.0,
NCT04619420,523.0,PHASE2
NCT00013923,40.0,PHASE2
NCT05793372,43.0,
NCT03328195,60.0,
NCT07031167,100.0,
NCT04515433,20.0,
NCT00626210,2.0,PHASE4
NCT03047694,1.0,
NCT04524338,20.0,
NCT04081285,250.0,
NCT05326750,200.0,
NCT03672474,60.0,
NCT05200897,60.0,
NCT04146688,240.0,
NCT01348061,16.0,
NCT05383183,630.0,PHASE4
NCT07163039,60.0,
NCT05820919,456.0,
NCT03784300,24.0,PHASE1
NCT02664571,0.0,
NCT05532644,135.0,
NCT06424652,1.0,
NCT05667649,18.0,PHASE1
NCT07006155,40.0,
NCT03484143,228.0,
NCT04048759,81.0,
NCT04840979,250.0,PHASE2
NCT03089827,800.0,
NCT00105547,1600.0,PHASE3
NCT04250376,100.0,
NCT06297590,32.0,PHASE1
NCT00277810,250.0,PHASE2;PHASE3
NCT02788513,611.0,PHASE2
NCT05181475,800.0,PHASE4
NCT03287765,54.0,
NCT00911807,217.0,PHASE2
NCT05791552,500.0,
NCT03554226,270.0,
NCT06096090,40.0,PHASE2
NCT02333942,41.0,
NCT03834402,500.0,
NCT05453539,16.0,PHASE1
NCT04004767,220.0,
NCT00500500,40.0,PHASE2
NCT05317910,26.0,
NCT03841539,209.0,
NCT04025801,400.0,
NCT04604600,120.0,PHASE3
NCT05104593,204.0,
NCT06116084,100.0,
NCT05216315,38.0,
NCT06223360,406.0,PHASE2
NCT06014424,40.0,PHASE2
NCT05597124,280.0,PHASE2
NCT05402566,21.0,
NCT03035851,264.0,
NCT04394845,6.0,PHASE1
NCT00677885,20.0,
NCT01696019,120.0,
NCT00880555,78.0,
NCT06275243,511.0,
NCT02702817,200.0,PHASE2
NCT03865017,20.0,PHASE1;PHASE2
NCT06989242,60.0,
NCT03455569,60.0,
NCT06040905,100.0,
NCT03550131,322.0,
NCT06902753,120.0,
NCT07031687,1200.0,
NCT02322021,70.0,PHASE2
NCT05892952,10000.0,
NCT00788047,14.0,PHASE1
NCT03352258,20.0,
NCT06410157,240.0,
NCT06896201,200.0,
NCT05478681,20.0,
NCT04403165,30.0,
NCT04496778,60.0,
NCT06957418,750.0,PHASE2
NCT06474013,15.0,
NCT03698760,82.0,
NCT00088673,950.0,PHASE3
NCT03703856,32.0,PHASE4
NCT06874231,120.0,
NCT06384378,40.0,PHASE2
NCT03123224,200.0,
NCT05393388,160.0,
NCT05004987,60.0,PHASE4
NCT04972643,163.0,
NCT03863041,49.0,
NCT06135051,1.0,PHASE1;PHASE2
NCT04947553,456.0,PHASE3
NCT03446001,598.0,PHASE3
NCT05378659,120.0,
NCT03999879,37.0,
NCT06640842,24.0,
NCT02675270,84.0,
NCT04263194,60.0,
NCT02973971,24.0,
NCT00453544,252.0,
NCT05574634,200.0,
NCT06168604,440.0,
NCT05201768,41.0,
NCT07058688,48.0,PHASE2
NCT03475316,25.0,
NCT03977584,114.0,PHASE2
NCT00479297,72.0,PHASE1
NCT05709210,90.0,
NCT05508646,48.0,
NCT04575727,17.0,EARLY_PHASE1
NCT06417086,176.0,
NCT03592563,5000.0,
NCT05722743,76.0,
NCT06122415,1200.0,
NCT06400368,200.0,
NCT00409279,100.0,
NCT06566170,3060.0,
NCT04954183,30.0,
NCT03901456,65.0,
NCT06385951,160.0,
NCT03860792,80.0,
NCT03876314,180.0,
NCT06852326,30.0,
NCT03290040,564.0,
NCT05202197,13.0,
NCT00951197,318.0,
NCT04699786,450.0,
NCT04948866,442.0,
NCT07122856,100.0,
NCT01209156,11.0,PHASE1
NCT05077631,56.0,PHASE1
NCT00094939,170.0,
NCT05026177,1125.0,PHASE3
NCT03671889,150.0,
NCT03687710,452.0,
NCT04339413,116.0,PHASE3
NCT01515982,20.0,
NCT03034746,90.0,
NCT05081219,30.0,PHASE2
NCT01217021,10.0,EARLY_PHASE1
NCT06730438,100.0,
NCT06870058,48.0,PHASE1
NCT06622135,16.0,
NCT03927040,7.0,
NCT01518374,1768.0,PHASE2
NCT05012410,262.0,
NCT03542656,160.0,PHASE3
NCT02638519,51.0,EARLY_PHASE1
NCT04165109,450.0,
NCT05464368,38.0,PHASE1
NCT07064382,60.0,
NCT04251182,250.0,PHASE2
NCT06986096,40.0,
NCT02578303,139.0,
NCT06372821,10.0,PHASE1
NCT01874418,90.0,
NCT04902703,42.0,PHASE2
NCT06597942,54.0,PHASE1;PHASE2
NCT05516667,1000.0,
NCT03702907,1000.0,
NCT05831371,87.0,
NCT06547099,1800.0,
NCT06377033,1000.0,
NCT03587649,12.0,PHASE1
NCT03543878,10.0,
NCT01334450,10.0,PHASE2
NCT03208491,136.0,
NCT04239079,120.0,
NCT03615027,60.0,
NCT00480467,32.0,PHASE1
NCT00291421,2360.0,
NCT00452504,64.0,PHASE1
NCT03168997,222.0,PHASE4
NCT02899403,20.0,
NCT02968719,107.0,PHASE1
NCT02564692,500000.0,
NCT03153371,180.0,
NCT00479557,86.0,PHASE2
NCT03744312,9.0,PHASE1;PHASE2
NCT02172612,50.0,
NCT05543681,164.0,PHASE2
NCT04437511,1736.0,PHASE3
NCT05389644,3.0,
NCT00481520,72.0,PHASE2
NCT06473220,100.0,
NCT05641688,200.0,PHASE3
NCT05562583,15.0,
NCT04538066,122.0,PHASE2
NCT02263287,133.0,
NCT05602220,91.0,
NCT04121208,2.0,PHASE1
NCT05215782,65.0,
NCT02811653,155.0,
NCT03533257,95.0,PHASE2
NCT05800028,192.0,
NCT06301750,80.0,
NCT06768996,80.0,
NCT03643003,32.0,
NCT05686044,351.0,PHASE2;PHASE3
NCT05704309,1976.0,
NCT04520698,2000.0,
NCT04710550,8.0,PHASE1
NCT06995573,90.0,PHASE1;PHASE2
NCT02800395,350.0,
NCT02529436,54.0,
NCT04157244,32.0,
NCT05531526,1535.0,PHASE3
NCT04134923,375.0,
NCT04920786,48.0,PHASE1
NCT04111211,1028.0,
NCT04451408,139.0,PHASE1
NCT04279418,60.0,
NCT04931459,65.0,PHASE1
NCT02362880,32.0,
NCT02612688,197692.0,
NCT06325527,1872.0,
NCT05943054,104.0,
NCT04442594,27.0,
NCT04263519,0.0,PHASE2
NCT06860828,350.0,
NCT03282916,120.0,PHASE2
NCT05060848,100.0,
NCT04385225,300.0,
NCT05478031,14.0,PHASE2
NCT05723172,48.0,
NCT00056628,250.0,PHASE3
NCT03656107,56.0,
NCT06535763,36.0,
NCT04616287,61.0,
NCT03827733,200.0,
NCT03095417,249.0,
NCT05292222,15.0,
NCT04057807,18.0,EARLY_PHASE1
NCT06847321,300.0,PHASE2
NCT06722352,792.0,
NCT04629547,200.0,PHASE2
NCT04088643,40.0,
NCT04507815,50.0,
NCT06575218,45.0,
NCT00417482,180.0,PHASE4
NCT04374253,1382.0,PHASE3
NCT04855630,30.0,
NCT04559828,20.0,
NCT05926011,108.0,
NCT03384043,52.0,
NCT05761665,54.0,
NCT04715750,10.0,PHASE1
NCT00605046,1.0,PHASE1
NCT02978729,613.0,
NCT05356702,3417.0,
NCT07011745,352.0,PHASE3
NCT05545657,500.0,
NCT05807100,90.0,
NCT06678100,240.0,
NCT05364307,1555.0,
NCT01384344,82.0,
NCT03288363,80.0,
NCT02697721,60.0,
NCT03688126,2000.0,
NCT06755476,80.0,
NCT06754254,300.0,
NCT03702816,24.0,PHASE2
NCT05565833,144.0,PHASE2
NCT06158789,6.0,
NCT04093882,101.0,
NCT06538116,300.0,PHASE2
NCT04994847,300.0,
NCT00105638,160.0,
NCT06174038,150.0,
NCT06285448,20.0,
NCT04797715,178.0,PHASE3
NCT05862935,26.0,
NCT04505735,25.0,
NCT00059410,210.0,
NCT04720001,1.0,
NCT05783830,6.0,EARLY_PHASE1
NCT03653871,75.0,
NCT01028209,12.0,PHASE1
NCT02846415,30.0,
NCT00216515,102.0,PHASE4
NCT00161473,24.0,
NCT02843529,548.0,
NCT05796037,1500000.0,
NCT04735536,16.0,PHASE2
NCT06385106,30.0,
NCT05194163,24.0,PHASE2
NCT03082755,156.0,PHASE4
NCT04070378,16.0,PHASE2
NCT06827678,3000.0,
NCT00024531,98.0,PHASE2
NCT00718731,80.0,PHASE1
NCT00066157,42.0,PHASE2;PHASE3
NCT03420807,49.0,
NCT03896711,175.0,
NCT06257563,0.0,
NCT05119114,40.0,
NCT05886114,1200.0,
NCT03347084,2.0,
NCT05288842,102.0,
NCT04474405,36.0,EARLY_PHASE1
NCT05080777,74.0,
NCT05503511,50.0,PHASE1
NCT04274998,20.0,EARLY_PHASE1
NCT04305652,29.0,
NCT05292248,20.0,
NCT05601856,104.0,
NCT06247345,73.0,PHASE1
NCT06347172,360.0,
NCT03289377,50.0,
NCT06362707,200.0,PHASE2
NCT04117178,132.0,PHASE4
NCT03581643,430.0,
NCT00605059,3.0,PHASE1
NCT05905796,1350.0,
NCT02778581,110.0,
NCT05019014,201.0,
NCT06021704,120.0,
NCT05642052,25.0,
NCT00397891,80.0,PHASE1
NCT00645190,215.0,PHASE3
NCT00063310,90.0,PHASE2
NCT00750282,422.0,PHASE2
NCT06835283,20.0,
NCT02299154,250.0,
NCT05670912,105.0,PHASE2
NCT04759092,8.0,
NCT05990114,50.0,
NCT00438724,200.0,
NCT05921929,0.0,PHASE1
NCT05352529,16.0,
NCT04575337,6000.0,
NCT00479700,80.0,PHASE1
NCT06379100,20.0,
NCT05899764,25.0,PHASE1;PHASE2
NCT04602624,26.0,PHASE2
NCT04482179,23.0,PHASE1
NCT07143331,84.0,PHASE1
NCT05457998,200.0,
NCT05433363,60.0,
NCT04555616,30.0,
NCT03204604,0.0,
NCT05374278,102.0,PHASE1;PHASE2
NCT00506415,1584.0,PHASE3
NCT03770182,60.0,
NCT05834296,30.0,PHASE1;PHASE2
NCT06875986,200.0,
NCT06565169,120.0,
NCT00380302,162.0,PHASE1;PHASE2
NCT04436081,40.0,PHASE2
NCT06234436,10.0,EARLY_PHASE1
NCT03846232,60.0,
NCT06114914,1000.0,
NCT06180252,30.0,
NCT03117738,21.0,PHASE1;PHASE2
NCT00287248,38.0,PHASE1
NCT01009476,1134.0,
NCT00479440,56.0,PHASE1
NCT04579120,650.0,
NCT03352024,0.0,
NCT01700556,438.0,
NCT01168245,15.0,PHASE1
NCT05728736,0.0,PHASE2
NCT05522387,11.0,PHASE2
NCT00970333,3.0,PHASE1
NCT03342326,58.0,
NCT00029120,450.0,
NCT04526262,6.0,
NCT03444870,1053.0,PHASE3
NCT04536701,22.0,
NCT03565809,87816.0,
NCT05518409,100.0,
NCT03790709,509.0,PHASE2;PHASE3
NCT00147693,304.0,
NCT02530255,48.0,
NCT06965062,10.0,
NCT06391853,0.0,
NCT06202872,27.0,
NCT00191009,124.0,PHASE2;PHASE3
NCT02353598,77.0,PHASE1
NCT06992804,20.0,EARLY_PHASE1
NCT06808984,120.0,PHASE2
NCT03375697,72.0,PHASE1
NCT04099823,50.0,
NCT05515679,45.0,
NCT05696483,88.0,PHASE1
NCT05003830,130.0,
NCT06756828,40.0,
NCT04785300,20.0,PHASE1;PHASE2
NCT05444244,182.0,
NCT05028114,71.0,PHASE1
NCT00443014,187.0,PHASE4
NCT03412604,5.0,
NCT06168955,30.0,
NCT06877182,80000.0,
NCT04828122,141.0,
NCT03657745,2000.0,
NCT03520998,47.0,PHASE2
NCT03665831,28.0,
NCT04994483,804.0,PHASE3
NCT00255866,90.0,PHASE2;PHASE3
NCT04856072,11.0,
NCT02740634,60.0,
NCT05557409,408.0,PHASE3
NCT04614376,100.0,
NCT04949750,200.0,
NCT03136679,220.0,
NCT00494962,40.0,PHASE1
NCT00612872,46.0,PHASE1
NCT07042087,48.0,
NCT04522960,60.0,
NCT02351453,207.0,
NCT04480112,196.0,
NCT03531684,10.0,PHASE2
NCT06511752,120.0,EARLY_PHASE1
NCT03875638,85.0,PHASE2
NCT05809908,535.0,PHASE3
NCT00912288,86.0,PHASE3
NCT00916617,62.0,PHASE2
NCT05703490,64.0,
NCT01696123,125.0,PHASE2
NCT03030105,38.0,PHASE1
NCT05139290,40.0,
NCT03635879,0.0,PHASE1
NCT04052737,80.0,PHASE2
NCT04488419,554.0,PHASE2;PHASE3
NCT03900936,20.0,
NCT04437290,300.0,
NCT00253123,626.0,PHASE3
NCT00255086,17.0,PHASE3
NCT04249869,28.0,PHASE1;PHASE2
NCT04567745,80.0,PHASE1
NCT03019536,22.0,PHASE1
NCT05164536,140.0,PHASE1
NCT05094271,260.0,PHASE1
NCT03665909,179.0,
NCT04614532,28.0,
NCT05784298,27.0,
NCT06224920,140.0,
NCT03402659,161.0,PHASE2
NCT05697354,40.0,
NCT03862222,165.0,
NCT00544453,2.0,PHASE1
NCT04041895,0.0,
NCT04327778,20.0,
NCT00676143,1100.0,PHASE3
NCT06705010,140.0,
NCT01345110,1321.0,
NCT05798637,200.0,
NCT05175664,350.0,
NCT04282798,0.0,
NCT02462291,163.0,
NCT03944460,40.0,PHASE1
NCT04844060,10000.0,
NCT05361382,620.0,PHASE1
NCT00480870,65.0,PHASE4
NCT07142954,3400.0,PHASE3
NCT04228666,0.0,PHASE1;PHASE2
NCT00414622,60.0,PHASE2
NCT03946930,500.0,
NCT05582200,71.0,
NCT05655793,200.0,
NCT03290274,6.0,
NCT03295110,60.0,
NCT03778151,50.0,
NCT01339130,177.0,
NCT04669028,439.0,PHASE3
NCT06841848,80.0,
NCT05159583,15.0,
NCT03672266,100.0,
NCT01870453,0.0,
NCT02840045,30.0,
NCT05309577,21.0,
NCT03682081,152.0,
NCT06570928,72.0,PHASE2
NCT06094192,204.0,
NCT00501111,659.0,PHASE2
NCT04468347,89.0,PHASE1
NCT00203320,30.0,PHASE1
NCT01481961,15.0,
NCT03002142,9.0,
NCT00112073,234.0,PHASE2
NCT00314912,650.0,PHASE3
NCT00843115,370.0,
NCT04241068,1696.0,PHASE3
NCT01047579,51.0,PHASE4
NCT05542953,230.0,PHASE3
NCT00566501,915.0,PHASE3
NCT01702467,27.0,PHASE1
NCT00428090,862.0,PHASE3
NCT04476303,88.0,PHASE1
NCT02831283,60.0,PHASE2
NCT00478166,206.0,
NCT06356337,20.0,
NCT00471211,80.0,PHASE2
NCT04954534,9.0,
NCT00708552,576.0,PHASE2
NCT01038726,108.0,
NCT00582127,50.0,
NCT00581867,31.0,PHASE1;PHASE2
NCT04584138,54.0,
NCT02051608,389.0,PHASE3
NCT00182897,120.0,
NCT01702480,116.0,PHASE1
NCT02787746,241.0,PHASE4
NCT02502253,14.0,PHASE1
NCT02319681,0.0,
NCT01609335,41.0,PHASE1
NCT02051335,27.0,PHASE1
NCT01908010,20.0,PHASE1
NCT01366027,5290.0,
NCT05551741,40.0,PHASE1
NCT01890343,34.0,PHASE2
NCT05363293,65.0,PHASE1;PHASE2
NCT02085265,23.0,PHASE2
NCT01284387,126.0,PHASE2
NCT01254448,38.0,PHASE1
NCT00702780,74.0,
NCT00105612,110.0,
NCT01203384,48.0,PHASE1
NCT02303158,50.0,
NCT01282619,390.0,PHASE2;PHASE3
NCT03289143,457.0,PHASE2
NCT00267124,172.0,
NCT00001977,70.0,
NCT05040217,12.0,PHASE1
NCT01926691,575.0,
NCT00151502,600.0,PHASE3
NCT02585934,1315.0,PHASE3
NCT00842816,210.0,PHASE2
NCT01962779,235.0,
NCT01723670,0.0,PHASE2
NCT00096473,229.0,PHASE3
NCT01503944,30.0,PHASE1;PHASE2
NCT01329484,159.0,
NCT01661673,52.0,PHASE2
NCT01370954,204.0,
NCT02247180,14.0,
NCT04445831,57.0,PHASE1;PHASE2
NCT00069849,64.0,PHASE2
NCT02489110,150.0,
NCT01388478,20.0,PHASE2
NCT00965835,40.0,
NCT07060391,186.0,PHASE3
NCT01662882,48.0,PHASE2;PHASE3
NCT01454453,64.0,PHASE4
NCT00905372,1000.0,PHASE3
NCT01538212,55.0,
NCT01767909,240.0,PHASE2;PHASE3
NCT00855868,28.0,PHASE2
NCT00440050,402.0,PHASE3
NCT02018913,140.0,
NCT00392912,10.0,
NCT03935568,40.0,PHASE1
NCT00403520,240.0,PHASE4
NCT06411561,100.0,
NCT00955422,197.0,
NCT01021644,73.0,
NCT00117403,75.0,PHASE1
NCT01054976,99.0,PHASE4
NCT00362024,24.0,PHASE2
NCT02347202,135.0,
NCT01129115,101.0,EARLY_PHASE1
NCT01841125,84.0,PHASE4
NCT01712074,186.0,PHASE2
NCT05260177,62.0,
NCT02485730,419.0,
NCT02719834,4.0,
NCT01729598,14.0,EARLY_PHASE1
NCT01569516,288.0,PHASE2
NCT01716897,18.0,PHASE1
NCT00987220,12.0,
NCT00099242,1040.0,PHASE3
NCT02614131,50.0,PHASE1
NCT02502045,18.0,
NCT00814801,580.0,PHASE3
NCT00688207,14.0,PHASE1
NCT00954538,19.0,PHASE1
NCT00283725,573.0,
NCT00824590,20.0,PHASE1
NCT02956486,2212.0,PHASE3
NCT03019757,76.0,
NCT02317523,151.0,
NCT00391794,154.0,
NCT01230853,80.0,PHASE1
NCT00303277,35.0,PHASE4
NCT01035164,25.0,PHASE1
NCT01624389,200.0,
NCT01143350,300.0,
NCT01561430,70.0,PHASE1;PHASE2
NCT00561392,208.0,PHASE4
NCT02453763,17.0,
NCT01584440,220.0,PHASE2
NCT02813070,70.0,PHASE2
NCT00689637,26.0,PHASE1
NCT01095744,60.0,
NCT06586606,12.0,PHASE1
NCT01703117,50.0,PHASE2
NCT01935024,60.0,
NCT05352763,90.0,PHASE2
NCT01019421,278.0,PHASE2
NCT00691340,0.0,
NCT03828383,78.0,
NCT01436045,12.0,PHASE2
NCT02648672,32.0,PHASE1
NCT00703430,50.0,
NCT02052947,214.0,
NCT02205424,175.0,
NCT06976203,586.0,PHASE3
NCT00305903,150.0,PHASE4
NCT02685787,230.0,
NCT02041728,20.0,
NCT02670993,59.0,
NCT05965414,66.0,EARLY_PHASE1
NCT01715350,151.0,PHASE2
NCT01254773,146.0,PHASE2
NCT01217541,700.0,
NCT00606164,9.0,PHASE2
NCT02403752,20.0,
NCT00438568,173.0,PHASE2
NCT01852110,240.0,PHASE2
NCT01028911,9.0,PHASE1
NCT01504958,22.0,
NCT03531710,34.0,PHASE2
NCT01028053,365.0,PHASE3
NCT06584357,1200.0,
NCT01313806,30.0,
NCT02253043,10.0,
NCT00757939,40.0,PHASE1
NCT00093951,280.0,PHASE2
NCT00857233,297.0,PHASE3
NCT00937352,896.0,PHASE3
NCT01656525,28.0,PHASE1
NCT04141150,130.0,PHASE2
NCT01005862,17.0,PHASE1
NCT02783573,1722.0,PHASE3
NCT01072812,5.0,PHASE1
NCT00381381,199.0,PHASE4
NCT01082965,18.0,
NCT00621010,56.0,PHASE1
NCT01841905,60.0,
NCT01741194,418.0,PHASE2;PHASE3
NCT03307993,3.0,PHASE1
NCT01798199,21.0,
NCT02220738,19.0,PHASE1
NCT00416078,53.0,PHASE2;PHASE3
NCT02899091,24.0,PHASE1;PHASE2
NCT05227118,29.0,PHASE1
NCT01068353,41.0,PHASE2
NCT02022943,500000.0,
NCT01147679,99.0,
NCT00687141,112.0,PHASE1
NCT03432195,66.0,PHASE1
NCT06546995,96.0,PHASE1
NCT02074215,19.0,
NCT00443417,188.0,PHASE2
NCT00490568,1461.0,PHASE3
NCT02079246,1463.0,PHASE3
NCT02380573,117.0,PHASE2
NCT00544856,39.0,
NCT00558402,72.0,PHASE2
NCT02769234,75.0,
NCT02585232,86.0,
NCT00001933,50.0,PHASE2
NCT02778438,30.0,
NCT00594568,1537.0,PHASE3
NCT02820896,74.0,PHASE1
NCT01378195,150.0,PHASE2
NCT02002819,34.0,PHASE2
NCT00334906,75.0,PHASE4
NCT01258452,12.0,PHASE1
NCT00838110,742.0,PHASE3
NCT00713765,33.0,PHASE1
NCT03639987,52.0,PHASE2
NCT02147652,60.0,
NCT03838185,64.0,PHASE1
NCT00306124,120.0,PHASE4
NCT01652222,101.0,
NCT02884492,17.0,PHASE2
NCT01708304,510.0,
NCT00884533,0.0,PHASE1
NCT02750982,24.0,
NCT02423200,16.0,PHASE2
NCT02017340,511.0,PHASE3
NCT01777789,60.0,
NCT00384423,80.0,PHASE2
NCT01782742,20.0,PHASE2
NCT02626572,500.0,PHASE2
NCT01099332,60.0,PHASE1;PHASE2
NCT01179373,45.0,PHASE2
NCT01025466,206.0,PHASE4
NCT02029547,0.0,
NCT06380725,60.0,
NCT02278354,35.0,PHASE1
NCT01253499,31.0,PHASE1
NCT02695004,44.0,PHASE1
NCT01193608,88.0,PHASE1
NCT02176629,60.0,
NCT02300584,42.0,
NCT00120874,20.0,PHASE4
NCT03114657,806.0,PHASE3
NCT01311492,10.0,
NCT03712787,364.0,PHASE2
NCT06402838,245.0,PHASE2
NCT01238991,53.0,PHASE2
NCT05602727,99.0,PHASE2
NCT01677572,197.0,PHASE1
NCT01117818,335.0,PHASE2
NCT01548430,8.0,PHASE1
NCT00867399,30.0,PHASE1
NCT02656498,135.0,PHASE2
NCT00857506,152.0,PHASE2
NCT00814697,12.0,PHASE2
NCT02109705,90.0,
NCT01073228,409.0,PHASE2
NCT05462106,140.0,PHASE1;PHASE2
NCT02756858,21.0,PHASE2
NCT01676935,349.0,PHASE2
NCT00777608,106.0,PHASE1
NCT04761497,90.0,
NCT05738486,1100.0,PHASE3
NCT04396873,184.0,PHASE1
NCT00666445,150.0,
NCT05310071,1027.0,PHASE3
NCT00902499,160.0,
NCT03360552,320.0,
NCT02155946,107.0,
NCT00888056,5.0,PHASE1;PHASE2
NCT06602258,105.0,PHASE2
NCT06508268,208.0,
NCT00182988,140.0,
NCT00880451,0.0,
NCT01227564,63.0,PHASE2
NCT01689233,800.0,PHASE3
NCT01000038,22.0,
NCT02537626,43.0,
NCT01066546,5.0,PHASE3
NCT02346201,200.0,PHASE3
NCT06595511,30.0,
NCT02767609,1.0,
NCT00901498,36.0,PHASE1
NCT00355498,170.0,
NCT06595030,100.0,
NCT00622713,228.0,PHASE4
NCT00637442,30.0,
NCT00749216,33.0,PHASE2
NCT00649220,19.0,PHASE4
NCT01849042,188.0,PHASE4
NCT01322373,120.0,
NCT01409915,44.0,PHASE2
NCT01163825,6.0,PHASE1
NCT04820127,668.0,
NCT06199037,45.0,PHASE2
NCT00549601,142.0,PHASE4
NCT02359864,2.0,
NCT00334568,12.0,PHASE2
NCT01496170,32.0,PHASE1
NCT00842673,168.0,PHASE2
NCT02420756,18488.0,
NCT02142777,15.0,PHASE1
NCT01127633,1457.0,PHASE3
NCT01294540,73.0,PHASE1
NCT00074529,512.0,PHASE2
NCT02989402,100.0,PHASE4
NCT00234637,204.0,PHASE4
NCT01322568,5764.0,
NCT02205710,99.0,
NCT01886820,290.0,PHASE3
NCT03942341,90.0,
NCT02353845,297.0,
NCT02360657,18.0,PHASE1
NCT00809510,63.0,PHASE2
NCT01547169,60.0,PHASE2
