trial,enrollment,phase
NCT01133405,40.0,PHASE1
NCT02792257,84.0,PHASE2
NCT07105709,226.0,PHASE2
NCT00407576,30.0,PHASE1
NCT01465360,160.0,
NCT02064920,36.0,PHASE2
NCT00232570,18.0,
NCT02460783,129.0,
NCT01690195,343.0,PHASE2
NCT01843075,204.0,PHASE2
NCT06088121,158.0,
NCT00689559,52.0,PHASE1
NCT02873546,52.0,
NCT01561053,347.0,PHASE2;PHASE3
NCT00812565,58.0,PHASE2
NCT00810147,209.0,PHASE2
NCT01314950,180.0,
NCT03938870,96.0,
NCT01078636,342.0,
NCT04187547,0.0,PHASE3
NCT01660815,7.0,PHASE1
NCT00990613,19.0,PHASE1
NCT00979446,63.0,
NCT01600469,86.0,PHASE2
NCT01677754,542.0,PHASE2
NCT02524405,345.0,
NCT00991419,25.0,PHASE2
NCT00455000,37.0,PHASE1
NCT04353947,0.0,
NCT02908815,200.0,
NCT00001917,150.0,
NCT03790982,240.0,PHASE2
NCT05423522,72.0,PHASE2
NCT02560753,36.0,PHASE1;PHASE2
NCT00959192,32.0,PHASE2
NCT00235716,613.0,PHASE3
NCT05020106,3200.0,
NCT02021682,58.0,
NCT01687153,289.0,
NCT00870519,2.0,PHASE1
NCT00546767,640.0,
NCT01746706,80.0,
NCT02292238,71.0,PHASE2
NCT02694445,3098.0,
NCT01312363,300.0,
NCT00257673,183.0,PHASE2
NCT01966666,29.0,PHASE1
NCT00555204,337.0,PHASE2
NCT03422250,45.0,
NCT01568086,16.0,
NCT03817684,255.0,PHASE2
NCT01369225,52.0,PHASE1
NCT00736775,56.0,PHASE1
NCT00359944,171.0,PHASE2
NCT01420315,502.0,
NCT03172117,36.0,PHASE1;PHASE2
NCT02377713,20.0,PHASE1
NCT02868905,160.0,
NCT01553929,5.0,
NCT01117181,60.0,PHASE2
NCT02397980,80.0,
NCT02210286,17.0,
NCT05463731,1667.0,PHASE3
NCT02910739,16.0,PHASE1
NCT07071649,40.0,
NCT03061474,46.0,PHASE2
NCT01009255,196.0,PHASE2
NCT01636596,0.0,
NCT00792662,0.0,PHASE4
NCT01348737,72.0,PHASE1
NCT02860065,0.0,PHASE2
NCT01607476,89.0,PHASE2
NCT01779310,1024.0,
NCT00811122,2.0,EARLY_PHASE1
NCT02051764,44.0,PHASE2
NCT02035982,40.0,PHASE3
NCT02711683,92.0,
NCT00164749,36.0,PHASE1;PHASE2
NCT02686190,91.0,
NCT01577394,65.0,PHASE3
NCT05655195,50.0,
NCT04730635,44.0,PHASE1
NCT05888610,10.0,
NCT02119546,19.0,
NCT02670083,813.0,PHASE3
NCT02769000,5.0,
NCT01309763,28.0,PHASE1
NCT00495417,24.0,PHASE1
NCT04305210,70.0,PHASE2
NCT02781220,69.0,
NCT00602680,1.0,PHASE2
NCT00948909,274.0,PHASE2
NCT00412048,0.0,
NCT04603482,328.0,
NCT01876823,60.0,PHASE2;PHASE3
NCT01316562,500.0,
NCT00874939,4.0,PHASE1
NCT01066481,0.0,PHASE2
NCT02557464,14.0,
NCT02228187,240.0,PHASE2
NCT00715858,21.0,PHASE3
NCT06337578,280.0,
NCT02336360,6.0,PHASE1
NCT02690896,41.0,
NCT01867346,2850.0,
NCT02516046,156.0,PHASE3
NCT00388544,128.0,PHASE2
NCT00968097,12.0,PHASE1
NCT05811442,68.0,PHASE2
NCT01482845,20.0,PHASE1
NCT01767311,856.0,PHASE2
NCT01998711,62.0,
NCT00980785,14.0,PHASE4
NCT01565343,25.0,PHASE1
NCT01129596,10238.0,
NCT02836054,30.0,
NCT01921972,232.0,PHASE4
NCT00574132,1331.0,PHASE3
NCT02353949,11.0,PHASE3
NCT02434718,21.0,PHASE1
NCT02000583,117.0,
NCT02537496,36.0,
NCT02719327,131.0,PHASE2;PHASE3
NCT06141356,150.0,
NCT01867372,213.0,
NCT01208675,1150.0,
NCT02754830,72.0,PHASE1
NCT03259958,86.0,PHASE1
NCT00230568,100.0,PHASE4
NCT06079190,367.0,PHASE2
NCT05681819,33.0,PHASE1
NCT01439555,11.0,PHASE2
NCT00976118,34.0,PHASE2
NCT00843518,132.0,PHASE2
NCT00480220,1200.0,
NCT01953601,1454.0,PHASE3
NCT00950430,8000.0,PHASE4
NCT05153941,3500.0,
NCT00785759,78.0,PHASE2
NCT00239746,40.0,PHASE1
NCT01955161,933.0,PHASE3
NCT02500784,0.0,PHASE2
NCT02386306,39.0,PHASE1
NCT00954252,84.0,PHASE1
NCT03456349,60.0,PHASE1
NCT01699503,4005.0,
NCT01614886,216.0,PHASE3
NCT00357357,40.0,PHASE2
NCT02860338,900.0,
NCT00015548,450.0,
NCT02573740,8.0,PHASE1
NCT01715181,75.0,
NCT01447719,110.0,PHASE3
NCT04073628,73.0,
NCT00381238,33.0,PHASE2
NCT01565382,40.0,PHASE3
NCT00733642,15.0,PHASE1
NCT05113732,64.0,
NCT00459550,50.0,PHASE1
NCT01406145,60.0,PHASE1
NCT00219232,868.0,PHASE3
NCT03945968,16000.0,
NCT00934050,103.0,PHASE2
NCT00087789,10.0,PHASE1
NCT03075241,62.0,PHASE3
NCT01137799,47.0,PHASE1
NCT02107599,96.0,PHASE4
NCT00876863,49.0,PHASE2
NCT00408525,41.0,PHASE1
NCT02759159,120.0,
NCT03656042,21.0,PHASE2
NCT02290912,146.0,
NCT02907567,19.0,PHASE1;PHASE2
NCT00624026,107.0,PHASE3
NCT00009217,44.0,PHASE4
NCT02912169,0.0,PHASE1;PHASE2
NCT01018875,242.0,PHASE2
NCT01079819,32.0,PHASE1
NCT06384573,65.0,PHASE3
NCT03672201,187.0,
NCT01374438,29.0,PHASE2
NCT01922258,270.0,PHASE3
NCT00428389,262.0,PHASE3
NCT00495820,60.0,PHASE4
NCT02418806,231.0,
NCT03828747,272.0,PHASE2
NCT00660088,60.0,
NCT02492529,100.0,
NCT01049555,42.0,
NCT02330510,80.0,
NCT02078310,35.0,PHASE1;PHASE2
NCT03884023,300.0,
NCT00611312,25.0,PHASE2
NCT01615666,0.0,
NCT00880412,197.0,PHASE2
NCT02061878,12.0,PHASE1
NCT00099710,33.0,PHASE2
NCT01554683,12.0,
NCT02094729,26.0,PHASE1
NCT05383833,20.0,
NCT04169126,300.0,PHASE2
NCT02654574,299.0,
NCT02742597,175.0,
NCT00468897,50.0,PHASE1
NCT02621606,20.0,PHASE1
NCT02356055,32.0,
NCT00010803,3069.0,PHASE3
NCT00086138,131.0,PHASE2;PHASE3
NCT00104273,376.0,PHASE2
NCT01428453,124.0,PHASE2
NCT00051909,200.0,PHASE2
NCT02010476,58.0,
NCT02127476,57.0,PHASE1
NCT00742417,42.0,PHASE2
NCT02260674,114.0,PHASE2
NCT02137460,721.0,
NCT00477659,14.0,PHASE4
NCT02033941,10.0,PHASE2
NCT01565356,41.0,
NCT02849639,90.0,EARLY_PHASE1
NCT00380276,1000.0,PHASE3
NCT02158910,2231.0,
NCT02685969,570.0,
NCT01661894,82.0,PHASE1
NCT05837819,135.0,
NCT01142336,49.0,PHASE4
NCT01893398,60.0,
NCT01264614,22.0,
NCT00420420,144.0,PHASE2
NCT01978327,12.0,PHASE1
NCT05591027,48.0,PHASE1
NCT01351142,133.0,
NCT03411291,18.0,
NCT01672827,276.0,PHASE3
NCT01730430,40.0,
NCT00693004,236.0,PHASE2
NCT01948791,222.0,PHASE4
NCT02782975,28.0,PHASE1
NCT03113812,24.0,PHASE1
NCT02040987,52.0,PHASE1
NCT01602393,51.0,PHASE2
NCT00647478,693.0,
NCT05267535,225.0,PHASE2;PHASE3
NCT00571025,301.0,
NCT00804271,487.0,PHASE3
NCT05792163,76.0,PHASE1
NCT02245568,913.0,PHASE3
NCT01397539,53.0,PHASE1
NCT00857415,226.0,PHASE3
NCT00315575,90.0,
NCT01745198,121.0,
NCT00205621,50.0,PHASE1
NCT00869817,700.0,
NCT05658913,100.0,
NCT05476783,180.0,PHASE2
NCT00586430,36.0,
NCT06322667,5000.0,
NCT02546310,54.0,PHASE1
NCT02380703,239.0,
NCT02814045,144.0,
NCT01126099,20.0,
NCT01547689,30.0,PHASE1;PHASE2
NCT00260624,20.0,PHASE4
NCT01192529,184.0,
NCT01920672,82.0,
NCT06234930,27.0,
NCT02928211,105.0,PHASE1
NCT05074498,154.0,PHASE1;PHASE2
NCT00606476,194.0,PHASE2
NCT02522091,178.0,
NCT00921297,122.0,
NCT01211782,0.0,PHASE2;PHASE3
NCT02600130,33.0,PHASE1
NCT03625128,36.0,EARLY_PHASE1
NCT02520232,139.0,
NCT00151333,16.0,PHASE2
NCT02941289,64.0,
NCT02925650,18.0,PHASE1;PHASE2
NCT01992380,24.0,PHASE1
NCT01058941,67.0,PHASE1;PHASE2
NCT01172145,22.0,PHASE3
NCT02031198,25.0,PHASE1
NCT00202124,12.0,PHASE4
NCT02916056,297.0,PHASE3
NCT02438202,15.0,
NCT01766336,296.0,PHASE2
NCT01303744,96.0,PHASE2
NCT03269149,60.0,
NCT01198093,800.0,
NCT01467726,40.0,PHASE1
NCT00550420,331.0,PHASE3
NCT00013182,90.0,
NCT03233646,2000.0,
NCT02709356,20.0,
NCT00338117,554.0,PHASE3
NCT02562989,13.0,PHASE1
NCT00814346,49.0,PHASE2
NCT02221947,9.0,PHASE1;PHASE2
NCT00933608,17.0,PHASE4
NCT01492374,40.0,PHASE1
NCT00104442,80.0,PHASE4
NCT02063269,70.0,
NCT00142805,152.0,PHASE2
NCT03441516,79.0,PHASE4
NCT00702143,184.0,PHASE2
NCT04973189,63.0,PHASE1
NCT00142324,190.0,PHASE4
NCT01097096,177.0,PHASE2
NCT00692588,58.0,
NCT00476008,60.0,PHASE4
NCT01354691,200.0,PHASE2
NCT01221259,60.0,PHASE1
NCT02741505,0.0,
NCT02279511,20.0,PHASE2
NCT01549834,434.0,PHASE2
NCT00829816,46.0,PHASE1
NCT00329082,25.0,PHASE2
NCT00165724,114.0,PHASE4
NCT04426539,7000.0,
NCT06784830,200.0,
NCT02778971,41.0,
NCT00348309,1496.0,
NCT02359552,50.0,PHASE2
NCT02972658,421.0,PHASE3
NCT00309725,139.0,PHASE3
NCT01249196,256.0,PHASE3
NCT01466088,386.0,PHASE2
NCT01380288,300.0,
NCT00679627,2051.0,PHASE3
NCT02167256,159.0,PHASE2
NCT02484547,1643.0,PHASE3
NCT02349191,25.0,
NCT00056524,600.0,PHASE3
NCT00499200,42.0,PHASE1
NCT00348192,200.0,PHASE2
NCT04850053,1500.0,
NCT02004392,348.0,PHASE3
NCT02506374,0.0,
NCT00244322,45.0,PHASE2
NCT06964230,376.0,PHASE2;PHASE3
NCT06868030,120.0,
NCT01478633,102.0,PHASE4
NCT01862640,433.0,PHASE3
NCT00469456,265.0,PHASE4
NCT01120002,50.0,PHASE2
NCT01819545,300.0,
NCT00838877,26.0,PHASE1
NCT05332678,0.0,PHASE2
NCT00013650,60.0,PHASE1
NCT00675090,28.0,PHASE1
NCT00205179,72.0,PHASE2
NCT02580305,564.0,PHASE2
NCT00172900,40.0,
NCT01148498,55.0,PHASE2
NCT01713816,52.0,
NCT04137926,360.0,
NCT02114372,1136.0,
NCT02431468,147.0,PHASE2
NCT02795780,79.0,PHASE2
NCT00889603,370.0,
NCT06548191,60.0,PHASE1
NCT00539305,22.0,PHASE3
NCT01867775,30.0,PHASE3
NCT02080364,880.0,PHASE3
NCT02947893,42.0,PHASE2
NCT02686216,24.0,PHASE1
NCT02256306,18.0,
NCT02423122,16.0,PHASE2
NCT01979419,500.0,
NCT01883648,21.0,PHASE2;PHASE3
NCT02365051,582.0,
NCT02278367,179.0,PHASE2
NCT00890890,263.0,PHASE2
NCT02006641,858.0,PHASE3
NCT02246075,0.0,PHASE2
NCT02791191,316.0,PHASE2
NCT00580931,50.0,PHASE1;PHASE2
NCT00259467,60.0,PHASE1
NCT00759863,242.0,PHASE2
NCT05040048,220.0,
NCT00585572,9999.0,
NCT02789800,284.0,
NCT01324518,100.0,PHASE2
NCT00704782,50.0,PHASE2
NCT00100282,125.0,PHASE1
NCT00105105,160.0,PHASE2
NCT02260167,25.0,
NCT00766363,49.0,PHASE1
NCT02089555,135.0,
NCT02016560,383.0,PHASE2;PHASE3
NCT06206824,120.0,PHASE1
NCT01900665,2129.0,PHASE3
NCT01119638,40.0,PHASE4
NCT01894620,11.0,
NCT01320527,135.0,PHASE2
NCT00886951,2.0,PHASE1
NCT01958437,44.0,
NCT04666077,100.0,
NCT00149175,2256.0,
NCT02363504,70.0,
NCT01723826,360.0,PHASE2
NCT02864303,88.0,
NCT05804383,50.0,PHASE1
NCT02439099,200.0,
NCT01924858,4.0,PHASE1
NCT01023425,72.0,
NCT06862557,48.0,
NCT01859767,6.0,PHASE1
NCT00908999,60.0,
NCT01454115,116.0,PHASE1
NCT01928420,30.0,PHASE2
NCT00203359,15.0,PHASE1
NCT01724151,60.0,
NCT01315704,700.0,
NCT02063308,6.0,
NCT02848404,20.0,
NCT05978830,100.0,
NCT01739348,2211.0,PHASE2;PHASE3
NCT00566397,402.0,PHASE2
NCT00945672,36.0,PHASE2
NCT02964611,120.0,
NCT00675623,598.0,PHASE3
NCT00454870,80.0,PHASE2
NCT05596994,24.0,
NCT01703702,641.0,PHASE4
NCT02051790,241.0,PHASE4
NCT02227953,20.0,
NCT02576639,124.0,PHASE2
NCT02550665,176.0,PHASE3
NCT06477484,180.0,
NCT00829374,1003.0,PHASE3
NCT05744401,198.0,PHASE2
NCT02912936,40.0,
NCT07094516,407.0,PHASE2
NCT01982578,27.0,
NCT01397578,91.0,PHASE2
NCT01343966,448.0,PHASE2
NCT00413621,40.0,
NCT04867616,466.0,PHASE2
NCT00954616,636.0,
NCT02129348,77.0,PHASE2
NCT00575055,1121.0,PHASE3
NCT02262975,532.0,
NCT00217763,930.0,PHASE3
NCT05176704,250.0,
NCT00348140,1468.0,PHASE3
NCT00721383,211.0,
NCT01190800,400.0,
NCT06043700,2000.0,
NCT01253122,24.0,PHASE1
NCT00751907,16.0,PHASE2
NCT00621647,333.0,PHASE3
NCT02792179,4.0,PHASE1
NCT00299988,24.0,PHASE2
NCT02166827,1.0,
NCT00800709,26.0,PHASE4
NCT05350410,20.0,
NCT01565369,35.0,
NCT01403519,70.0,
NCT01137526,267.0,PHASE2
NCT00750529,15.0,PHASE1
NCT04271163,6.0,PHASE1;PHASE2
NCT01227252,42.0,PHASE1
NCT01399125,501.0,PHASE3
NCT00940589,73.0,PHASE2
NCT00596024,3.0,PHASE2
NCT01325259,54.0,PHASE2
NCT00678431,27.0,PHASE3
NCT01734395,1882.0,
NCT00165750,40.0,PHASE4
NCT01626391,9.0,PHASE2
NCT00711321,23.0,
NCT02353884,150.0,
NCT02534480,40.0,PHASE1
NCT01424436,19.0,PHASE1
NCT02120664,35.0,PHASE1
NCT01459016,56.0,PHASE1
NCT00711139,22.0,
NCT02640092,72.0,PHASE1
NCT00714571,82.0,PHASE1
NCT02586909,1099.0,PHASE3
NCT06245616,80.0,
NCT00377715,183.0,PHASE2
NCT01775696,125.0,
NCT02097056,171.0,PHASE4
NCT06833281,24.0,PHASE2
NCT01035138,180.0,PHASE3
NCT00265148,80.0,PHASE2
NCT02327182,117.0,PHASE3
NCT00087724,510.0,PHASE2
NCT01969123,474.0,PHASE3
NCT01421056,74.0,PHASE2
NCT00130429,250.0,PHASE2
NCT01189084,14.0,
NCT00722046,198.0,PHASE2
NCT00777361,9.0,PHASE1
NCT00082602,83.0,PHASE3
NCT00375557,0.0,PHASE4
NCT00663936,373.0,PHASE2
NCT00411580,58.0,PHASE1
NCT00762411,1111.0,PHASE3
NCT00245206,406.0,PHASE4
NCT01764243,450.0,PHASE2
NCT00211159,204.0,
NCT03668405,18.0,PHASE1
NCT03056729,46.0,PHASE1
NCT03140865,850.0,
NCT00001480,750.0,
NCT02130661,0.0,PHASE1
NCT01476228,100.0,
NCT00973518,160.0,
NCT01559220,3.0,
NCT02921672,30.0,
NCT05619692,174.0,PHASE2
NCT02141971,12.0,
NCT01592552,20.0,
NCT01689948,17.0,
NCT00633841,24.0,PHASE1
NCT01727622,102.0,
NCT01529619,52.0,PHASE4
NCT02761707,54.0,
NCT00056225,340.0,PHASE3
NCT00319891,6.0,PHASE1
NCT02309723,315.0,
NCT02185053,41.0,PHASE2
NCT00478205,1467.0,PHASE3
NCT01125631,8.0,PHASE1
NCT02910102,38.0,PHASE2
NCT05908695,1312.0,PHASE4
NCT00825084,45.0,PHASE1
NCT00838084,61.0,PHASE1
NCT00862940,277.0,PHASE4
NCT01255163,57.0,PHASE2
NCT01297114,294.0,
NCT03325205,19.0,
NCT06653153,1400.0,PHASE3
NCT00988598,15.0,PHASE1
NCT04308304,27.0,PHASE1
NCT02579252,208.0,PHASE2
NCT00654563,12.0,
NCT02384993,24.0,
NCT01423396,304.0,
NCT01965756,20.0,PHASE2
NCT01093664,20.0,PHASE1
NCT01940952,210.0,PHASE3
NCT01832350,34.0,PHASE4
NCT01428362,61.0,PHASE2
NCT02244541,32.0,PHASE2
NCT00439166,100.0,PHASE3
NCT02474251,38.0,
NCT01735630,350.0,PHASE2
NCT04174287,300.0,PHASE2
NCT00001235,1500.0,
NCT00987090,240.0,
NCT03503669,100.0,
NCT00939822,88.0,PHASE2
NCT01023867,88.0,
NCT05578443,66.0,PHASE2
NCT02054208,46.0,PHASE1;PHASE2
NCT00083421,647.0,PHASE2
NCT01463384,13.0,PHASE2
NCT01251718,894.0,
NCT00224497,380.0,PHASE2
NCT02467413,0.0,PHASE2
NCT01527916,438.0,PHASE2
NCT02880956,453.0,PHASE2
NCT01329536,50.0,
NCT01224106,799.0,PHASE3
NCT01505504,22.0,
NCT06338397,120.0,
NCT04769024,56.0,
NCT00954369,24.0,EARLY_PHASE1
NCT01142258,40.0,PHASE3
NCT02521558,30.0,
NCT01560585,3.0,PHASE1;PHASE2
NCT00939783,649.0,PHASE3
NCT00090402,39.0,PHASE1;PHASE2
NCT02222181,55.0,
NCT00898807,186.0,PHASE3
NCT00731224,380.0,PHASE4
NCT00090116,400.0,PHASE3
NCT00880347,550.0,
NCT06183658,1400.0,
NCT01238458,150.0,PHASE2
NCT03491150,149.0,PHASE3
NCT00239759,2000.0,
NCT00001662,40.0,PHASE2
NCT00753662,45.0,PHASE2
NCT04926272,50.0,PHASE2
NCT00744978,66.0,PHASE2
NCT06833645,280.0,
NCT01295957,135.0,PHASE4
NCT02350634,3.0,PHASE1
NCT01075763,42.0,PHASE2
NCT01094340,20.0,PHASE2;PHASE3
NCT00988624,20.0,PHASE1
NCT01362686,200.0,
NCT00684281,60.0,
NCT02752750,50.0,
NCT01055561,30.0,PHASE1
NCT02006654,734.0,PHASE3
NCT00672945,420.0,PHASE2
NCT00001972,123.0,
NCT02968875,54.0,
NCT00975481,36.0,PHASE1
NCT02672306,16.0,PHASE1;PHASE2
NCT00966017,108.0,
NCT01504854,119.0,PHASE2
NCT01716637,12.0,PHASE1
NCT00259480,272.0,PHASE3
NCT01595646,37.0,PHASE2
NCT00369603,4.0,PHASE4
NCT00100334,24.0,PHASE1;PHASE2
NCT02389413,120.0,PHASE2
NCT01024660,155.0,EARLY_PHASE1
NCT00246896,220.0,
NCT00904683,1040.0,PHASE3
NCT01998841,252.0,PHASE2
NCT01953705,102.0,PHASE2
NCT01202994,27.0,PHASE2
NCT00627029,18277.0,
NCT00423085,859.0,PHASE3
NCT02005380,20.0,
NCT00190372,240.0,
NCT04368572,60.0,
NCT01354444,29.0,PHASE4
NCT01350362,306.0,PHASE2
NCT01594346,349.0,PHASE3
NCT00965588,19.0,PHASE1
NCT01885806,40.0,PHASE2
NCT02649985,105.0,PHASE1;PHASE2
NCT02462161,24.0,PHASE1
NCT01554202,295.0,
NCT01385033,20.0,PHASE1
NCT00857649,369.0,PHASE3
NCT02708485,15.0,
NCT00628017,46.0,
NCT00930059,191.0,PHASE2
NCT02710188,14.0,PHASE1
NCT01638949,242.0,
NCT00607308,20.0,PHASE1
NCT06850597,30.0,PHASE2
NCT02350127,88.0,PHASE2;PHASE3
NCT00523666,20.0,PHASE4
NCT01481558,40.0,PHASE2
NCT01864655,24.0,PHASE1
NCT03740178,0.0,PHASE1
NCT00733785,60.0,PHASE1
NCT01826110,21.0,PHASE1
NCT02551809,43.0,PHASE2
NCT05607615,90.0,PHASE2
NCT00646269,640.0,PHASE3
NCT01969136,403.0,PHASE3
NCT00710684,682.0,PHASE2
NCT06596278,9.0,
NCT01421420,900.0,
NCT02840279,77.0,PHASE1
NCT01658722,169.0,
NCT02162264,8662.0,
NCT01903421,500.0,
NCT01609348,5.0,
NCT01630525,83.0,
NCT06810960,3000.0,
NCT03710642,35.0,PHASE2
NCT06285240,28.0,PHASE1
NCT01128361,76.0,
NCT01315639,1067.0,
NCT00884507,389.0,PHASE2
NCT02471833,61.0,PHASE1;PHASE2
NCT02772185,60.0,PHASE2;PHASE3
NCT00065689,107.0,PHASE3
NCT03594123,259.0,PHASE3
NCT01314131,48.0,
NCT02664584,5186.0,
NCT00448318,180.0,PHASE2;PHASE3
NCT02615002,371.0,PHASE2
NCT01537757,12.0,PHASE1
NCT00684944,111.0,PHASE2
NCT00106899,818.0,
NCT06530732,60.0,PHASE3
NCT00459355,254.0,PHASE1
NCT01325662,11.0,
NCT00698165,2400.0,
NCT01825317,32.0,
NCT00021723,375.0,PHASE2
NCT01689246,891.0,PHASE3
NCT00401167,31.0,PHASE4
NCT01152216,672.0,PHASE3
NCT00927108,0.0,PHASE2
NCT02547818,620.0,PHASE3
NCT02772523,409.0,
NCT00231946,555.0,PHASE3
NCT02477800,1653.0,PHASE3
NCT00531804,60.0,PHASE1
NCT01478204,925.0,
NCT00931073,24.0,PHASE1
NCT02291783,108.0,PHASE1
NCT01485302,48.0,PHASE1
NCT00095719,125.0,PHASE3
NCT01847586,49.0,
NCT00478491,390.0,
NCT01555827,200.0,
NCT02198586,575.0,
NCT01548053,55.0,
NCT02051244,60.0,
NCT02079909,482.0,PHASE2
NCT00795418,31.0,PHASE2
NCT00692510,18.0,PHASE1
NCT00287742,33.0,PHASE3
NCT05048966,360.0,
NCT05787028,70.0,PHASE1
NCT01993628,80.0,
NCT00479843,946.0,
NCT03856359,10.0,PHASE2
NCT00551772,12.0,PHASE1
NCT00001549,600.0,
NCT02537938,24.0,PHASE1
NCT02471196,308.0,PHASE2
NCT02472899,115.0,
NCT03316898,0.0,PHASE1
NCT01600859,65.0,PHASE1
NCT00900770,100.0,
NCT04248270,100.0,PHASE1;PHASE2
NCT00012831,120.0,
NCT00097916,34.0,PHASE3
NCT00001178,597.0,
NCT01574456,39.0,
NCT01617577,8.0,PHASE1;PHASE2
NCT03352557,654.0,PHASE2
NCT02760602,26.0,PHASE3
NCT00951834,21.0,PHASE2;PHASE3
NCT06976216,586.0,PHASE3
NCT00948766,716.0,PHASE4
NCT01825330,131.0,
NCT00483028,38.0,
NCT00827034,14.0,PHASE1
NCT05519137,14.0,
NCT03438604,24.0,PHASE1
NCT00094952,80.0,
NCT06191952,500.0,
NCT03044249,81.0,PHASE2
NCT04055376,15.0,
NCT07066826,720.0,PHASE2;PHASE3
NCT03024944,0.0,PHASE2
NCT03611439,50.0,
NCT02317523,151.0,
NCT05606341,15.0,PHASE1
NCT03538522,126.0,PHASE2
NCT03724136,100.0,
NCT03955380,24.0,PHASE1
NCT03923712,98.0,
NCT03507192,60.0,
NCT03537729,172.0,
NCT03132272,11.0,
NCT03926520,50.0,
NCT02833792,40.0,PHASE2
NCT03255720,40.0,
NCT05767580,50.0,
NCT04058886,57.0,
NCT03661034,20.0,
NCT02951559,250.0,PHASE4
NCT03587012,30.0,
NCT05817188,100000.0,
NCT07152418,120.0,
NCT03748303,12.0,PHASE1
NCT07140601,500.0,
NCT06635252,2000.0,
NCT04031469,1000.0,
NCT03899844,1122.0,
NCT05113732,64.0,
NCT02267486,972.0,
NCT04838301,200.0,PHASE2
NCT03699644,16.0,
NCT03466177,320.0,
NCT03641768,0.0,
NCT03617497,78.0,
NCT03718494,299.0,
NCT03011723,11.0,
NCT03602391,20.0,
NCT04665622,70.0,
NCT03548584,345.0,PHASE3
NCT03360019,13.0,
NCT03811847,11.0,PHASE4
NCT04730440,8.0,
NCT05497817,0.0,
NCT03584568,154.0,
NCT03275363,500.0,
NCT04289402,11.0,
NCT03875638,85.0,PHASE2
NCT03944460,40.0,PHASE1
NCT05542953,230.0,PHASE3
NCT06489548,16.0,PHASE2
NCT02284906,40.0,PHASE3
NCT04141150,130.0,PHASE2
NCT06379594,200.0,
NCT05399888,416.0,PHASE2
NCT05582941,48.0,
NCT01931566,3494.0,PHASE3
NCT06182085,304.0,PHASE2
NCT04711486,19.0,PHASE1
NCT06292351,133.0,PHASE2
NCT05232526,105.0,
NCT04749563,12.0,PHASE1
NCT05893524,550.0,
NCT04315337,16.0,
NCT04491006,77.0,PHASE2
NCT05516134,51.0,
NCT04969796,110.0,
NCT03875326,269.0,
NCT05052450,1000.0,
NCT06292741,120.0,
NCT05923307,450.0,
NCT05336695,30.0,PHASE1;PHASE2
NCT05860127,133.0,
NCT06378372,20.0,
NCT03556280,60.0,
NCT06719453,9663.0,
NCT04550975,32.0,
NCT05394584,129.0,
NCT04956549,144.0,
NCT05637801,670.0,
NCT04863495,600.0,
NCT05785910,14.0,
NCT04682535,37.0,
NCT04313582,20.0,
NCT04828434,34.0,
NCT05524181,50.0,
NCT05973448,335.0,
NCT04555629,32.0,
NCT06245031,402.0,
NCT04680013,4884.0,
NCT04851691,158.0,
NCT04240561,20.0,
NCT04863859,360.0,
NCT05586750,341.0,PHASE4
NCT04428112,418.0,
NCT00190021,80.0,PHASE3
NCT04699786,450.0,
NCT03246269,334.0,
NCT05796037,1500000.0,
NCT03875638,85.0,PHASE2
NCT04488419,554.0,PHASE2;PHASE3
NCT05267028,16.0,
NCT05254873,7.0,
NCT02187276,129.0,
NCT04449926,49.0,PHASE2
NCT01773915,20.0,
NCT06448403,60.0,
NCT06203106,10000.0,
NCT03661034,20.0,
NCT05183516,50.0,PHASE1;PHASE2
NCT05138848,116.0,EARLY_PHASE1
NCT05655195,50.0,
NCT03149380,0.0,
NCT04100889,0.0,
NCT02958930,8.0,
NCT05637801,670.0,
NCT03300726,35.0,
NCT06078891,60.0,EARLY_PHASE1
NCT03653156,100000.0,
NCT04680013,4884.0,
NCT04270474,344.0,
NCT04263194,60.0,
NCT03927040,7.0,
NCT06765434,54.0,
NCT03153371,180.0,
NCT05407272,60.0,
NCT06561906,1000.0,
NCT07089303,750.0,
NCT06556966,66.0,PHASE1
NCT06159673,1074.0,PHASE2;PHASE3
NCT06194799,752.0,PHASE3
NCT06793995,26.0,PHASE1
NCT02035553,181.0,PHASE2
NCT06923007,74.0,
NCT05395624,65.0,PHASE1;PHASE2
NCT03518073,360.0,PHASE2
NCT06620640,105.0,
NCT07099001,150.0,
NCT07051239,105.0,
NCT06831812,16.0,PHASE1
NCT07146412,200.0,
NCT04055532,0.0,
NCT06797817,156.0,PHASE3
NCT07152418,120.0,
NCT07127510,20.0,
NCT07163923,60.0,
NCT04031469,1000.0,
NCT07142278,24.0,PHASE1
NCT04566003,40.0,PHASE1
NCT03030586,821.0,
NCT07069530,25.0,
NCT06770309,100.0,
NCT07114224,70.0,
NCT07135245,180.0,PHASE2
NCT07091747,61.0,PHASE1;PHASE2
NCT06619795,23.0,
NCT07034222,80.0,PHASE4
NCT06843824,120.0,
NCT04715399,1000.0,
NCT06671236,12.0,PHASE1
NCT01972204,125.0,
NCT05397639,375.0,PHASE3
NCT01404169,260.0,PHASE3
NCT01276353,45.0,PHASE2
NCT03732053,135.0,
NCT01539031,351.0,PHASE3
NCT02020356,35.0,
NCT04462029,18.0,EARLY_PHASE1
NCT06072014,30.0,
NCT05606445,280.0,
NCT04315337,16.0,
NCT03967535,30.0,
