trial,enrollment,phase
NCT03394313,50000.0,
NCT06063759,100.0,
NCT01065402,20.0,
NCT05952739,300.0,
NCT05579977,902.0,PHASE2
NCT02876393,172.0,
NCT02538055,230.0,
NCT01591525,100.0,
NCT03353376,60.0,
NCT04210089,100.0,
NCT00326573,80.0,PHASE1;PHASE2
NCT01310556,230.0,
NCT01617031,92.0,
NCT03179137,80.0,
NCT00368095,2000.0,
NCT03889236,56.0,
NCT02120976,85.0,PHASE1
NCT02416440,1200.0,
NCT02741674,65093.0,
NCT02564913,250.0,
NCT04213651,0.0,
NCT01563419,50.0,
NCT01264263,181.0,
NCT04733508,28.0,
NCT04155060,256.0,
NCT00506961,90.0,PHASE4
NCT05556954,103.0,
NCT00762736,704.0,PHASE2
NCT04037436,44.0,
NCT00707993,441.0,PHASE3
NCT00105755,400.0,
NCT01358435,53.0,PHASE1
NCT01934660,150.0,
NCT00993720,30.0,PHASE2;PHASE3
NCT01161862,24.0,
NCT02355288,0.0,
NCT00564070,87.0,
NCT02647905,90.0,
NCT00909051,15729.0,
NCT00808795,90.0,PHASE3
NCT06472609,149.0,
NCT03367806,3052.0,
NCT00013117,10000.0,
NCT05287737,100.0,
NCT05131139,350.0,
NCT01058577,20.0,PHASE1
NCT01029444,300.0,PHASE3
NCT00718198,413.0,
NCT00482976,30.0,PHASE2
NCT06735313,176.0,
NCT04883424,75.0,
NCT00889486,92.0,PHASE2
NCT04083456,40.0,PHASE2
NCT01117831,600.0,
NCT00732602,8.0,
NCT04696653,628.0,
NCT04088201,50.0,
NCT05660928,5132.0,
NCT02123628,40.0,PHASE4
NCT02756832,1409.0,
NCT01060332,500.0,
NCT04324684,198.0,
NCT00770952,91.0,PHASE3
NCT04263168,0.0,
NCT01393873,2.0,
NCT03731637,2269.0,
NCT00322075,35.0,PHASE4
NCT06775028,1250.0,
NCT01744132,3000.0,
NCT00001987,1200.0,
NCT01387633,264.0,
NCT01058733,79.0,
NCT03459638,105.0,
NCT06297850,60.0,
NCT06552182,40.0,PHASE1
NCT02718703,34.0,
NCT01293461,72.0,PHASE1;PHASE2
NCT00967642,70.0,
NCT05836194,769.0,
NCT01423266,78.0,
NCT00609895,22.0,PHASE4
NCT04040595,207.0,
NCT03794739,60.0,
NCT02904512,16.0,
NCT01935804,440.0,PHASE2
NCT02437747,15.0,PHASE4
NCT05913726,120.0,
NCT01422668,23.0,PHASE3
NCT04833062,4600.0,
NCT01234727,501.0,
NCT03710083,72.0,
NCT03089528,85.0,
NCT03361709,0.0,PHASE4
NCT07045298,140.0,
NCT01238484,15.0,
NCT05565248,40.0,PHASE1;PHASE2
NCT01603940,30.0,PHASE4
NCT01781013,1485.0,
NCT01777282,374.0,PHASE3
NCT06830824,48.0,
NCT03271879,128.0,PHASE4
NCT00287066,22.0,PHASE3
NCT02579837,742.0,
NCT05219812,80.0,PHASE2
NCT03027934,0.0,PHASE4
NCT02059564,44.0,PHASE1
NCT03851549,360.0,
NCT03022682,350.0,
NCT00306696,388.0,PHASE4
NCT01474473,20.0,
NCT00660075,36.0,PHASE3
NCT00427271,20.0,PHASE4
NCT00404599,60.0,PHASE4
NCT00001963,28.0,PHASE1
NCT04060693,0.0,
NCT03248206,12.0,
NCT00214825,46.0,
NCT05760118,400.0,
NCT05880810,100.0,
NCT02864160,64.0,
NCT07006480,150.0,
NCT02276196,40.0,PHASE4
NCT02312427,10.0,PHASE4
NCT00286442,527.0,PHASE3
NCT00457470,0.0,PHASE2
NCT04033705,28.0,
NCT03466866,156.0,PHASE3
NCT01648153,37.0,PHASE2
NCT07049601,80.0,
NCT06056167,155.0,
NCT02699736,23000.0,
NCT03545178,384.0,
NCT00253240,75.0,
NCT00353990,12.0,PHASE1;PHASE2
NCT03328546,116671.0,
NCT03958539,900.0,
NCT04511312,5000.0,
NCT02333864,287.0,
NCT05257564,359.0,
NCT02310555,90.0,
NCT02634515,26.0,PHASE1
NCT05050266,20.0,
NCT00569556,550.0,
NCT04058951,20.0,
NCT02276131,61.0,
NCT02087995,51.0,
NCT04864639,12.0,
NCT03607201,86.0,
NCT06295900,62.0,
NCT06465771,40.0,
NCT05037058,9600.0,
NCT03185078,39.0,
NCT01517490,100.0,
NCT05061602,50.0,
NCT01692002,6.0,
NCT04464772,85.0,
NCT02034695,2496.0,
NCT00624767,18.0,PHASE2
NCT01686711,207.0,PHASE4
NCT00382564,216.0,
NCT01172093,177.0,
NCT00262704,2020.0,
NCT00139659,288.0,PHASE3
NCT06245980,1200.0,
NCT03448380,935.0,
NCT00055042,40.0,PHASE1
NCT03909451,24.0,PHASE1
NCT00959595,32.0,PHASE3
NCT01295177,22.0,PHASE1;PHASE2
NCT02384265,41.0,
NCT05336071,24.0,PHASE1
NCT01485614,200.0,PHASE3
NCT03646916,0.0,PHASE4
NCT01597843,282.0,
NCT04503408,40.0,
NCT01125969,240.0,
NCT01678183,74.0,
NCT04819256,41.0,
NCT03549845,2742.0,
NCT06644339,500.0,
NCT04659330,171.0,
NCT03399565,300.0,
NCT03294044,106.0,
NCT04069234,0.0,PHASE3
NCT01041599,152.0,
NCT00741026,15.0,
NCT05870280,40.0,
NCT04412746,100.0,
NCT04226105,264.0,PHASE3
NCT01671345,169.0,
NCT03700528,30.0,
NCT04132128,107.0,
NCT05195567,103.0,
NCT01863914,60.0,PHASE2
NCT00276406,30.0,PHASE1;PHASE2
NCT00195884,251.0,
NCT06901726,10.0,PHASE1
NCT06071325,49.0,
NCT02425410,2000.0,
NCT06292624,12.0,
NCT03847129,39.0,
NCT03444363,40.0,
NCT02947568,600.0,
NCT03502174,63.0,
NCT03645382,56.0,
NCT00569959,50.0,
NCT02426073,76.0,
NCT05820295,400.0,
NCT02250677,75.0,
NCT02631928,73.0,PHASE1
NCT04800471,30.0,
NCT02802514,5.0,PHASE4
NCT01475552,130.0,PHASE4
NCT01814735,150.0,
NCT01041768,300.0,
NCT03138174,100.0,
NCT00001723,200.0,PHASE2
NCT00833027,608.0,PHASE4
NCT04001283,75.0,PHASE2
NCT01192139,30.0,PHASE1
NCT07039981,48.0,
NCT03422965,600.0,
NCT03770767,216.0,PHASE3
NCT00005487,6418.0,
NCT06961643,24.0,PHASE1
NCT05329415,48.0,
NCT01067118,0.0,PHASE2
NCT02854423,1347.0,
NCT00552227,48.0,PHASE1
NCT00672386,352.0,PHASE2
NCT00286429,390.0,PHASE3
NCT00541372,130.0,PHASE4
NCT00920881,58.0,
NCT00770835,39.0,PHASE4
NCT00005479,164.0,
NCT02061579,354.0,
NCT06503861,61.0,
NCT03785301,600.0,
NCT01852214,50.0,
NCT03499223,70.0,PHASE2
NCT02073188,186.0,PHASE3
NCT04123054,84.0,
NCT03922022,30.0,
NCT01929512,72.0,PHASE1
NCT04782934,7.0,
NCT04022993,180.0,PHASE3
NCT02509858,33.0,
NCT06248190,1837.0,
NCT01629862,53.0,PHASE2
NCT00342927,100000.0,
NCT01455727,100.0,
NCT05231031,60.0,
NCT03008239,26.0,
NCT04344301,91.0,
NCT00494312,2120.0,PHASE4
NCT00540709,58.0,PHASE4
NCT05659147,195.0,PHASE4
NCT05484817,300.0,
NCT00000620,10251.0,PHASE3
NCT06721442,174.0,PHASE4
NCT02882477,20.0,PHASE2;PHASE3
NCT02162212,52.0,
NCT05610865,28.0,PHASE1
NCT03084900,10.0,
NCT03224533,34121.0,
NCT03470961,45.0,PHASE4
NCT03334370,620.0,
NCT01198730,2000.0,
NCT00634608,224.0,
NCT06591780,25.0,
NCT01970566,0.0,
NCT05939271,2808.0,
NCT02541734,12.0,PHASE1;PHASE2
NCT02696252,97.0,
NCT00722917,323.0,PHASE2
NCT03462420,40.0,
NCT01136096,216.0,
NCT05038761,76.0,
NCT03474731,701.0,
NCT06694012,2000.0,
NCT03658512,1000.0,
NCT02181244,33.0,
NCT05174052,28.0,PHASE3
NCT04288778,276.0,PHASE4
NCT02763943,60.0,
NCT00224276,100.0,
NCT06897618,50.0,
NCT05306990,108.0,
NCT02974413,140.0,
NCT04809220,591.0,PHASE3
NCT02442024,20.0,
NCT01039896,24.0,PHASE1
NCT00817622,129.0,PHASE4
NCT03481829,1500.0,
NCT03485092,105.0,PHASE4
NCT03208309,40.0,PHASE2
NCT02302443,100.0,PHASE1
NCT06718374,50.0,
NCT05851820,866.0,
NCT00774124,57.0,
NCT01435603,331.0,
NCT05211869,119.0,
NCT01490151,22.0,
NCT03585153,250.0,
NCT04120077,150.0,
NCT04622371,60.0,
NCT02829268,21.0,PHASE1;PHASE2
NCT00151190,180.0,PHASE3
NCT02229383,464.0,PHASE3
NCT00812253,74.0,PHASE2
NCT00704795,20.0,
NCT02685475,71.0,
NCT00359801,1976.0,PHASE4
NCT06171230,10.0,
NCT03242343,144.0,
NCT01978925,380.0,
NCT01610674,811.0,
NCT01818674,914.0,
NCT04583813,400.0,PHASE4
NCT04126759,15.0,
NCT06467903,1000.0,
NCT07136402,750.0,
NCT00203632,40.0,PHASE3
NCT02537587,12.0,
NCT00174993,4373.0,PHASE3
NCT00086450,1900.0,PHASE3
NCT04810260,42.0,
NCT00001859,621.0,
NCT01533688,212.0,
NCT06723886,50.0,
NCT03664583,295.0,
NCT02289066,250.0,
NCT00348972,20.0,PHASE1
NCT00456963,3000.0,PHASE4
NCT03108521,119.0,PHASE4
NCT02977884,389.0,
NCT03387826,20.0,PHASE4
NCT05899023,200.0,
NCT01678742,40.0,
NCT06704542,1000.0,
NCT00001395,75.0,
NCT05261867,800.0,
NCT02856633,40.0,
NCT04551625,20.0,
NCT02871089,96.0,
NCT02144441,0.0,
NCT03503045,1276.0,
NCT00461630,25673.0,PHASE3
NCT00225264,458.0,PHASE3
NCT05337826,122.0,
NCT02621476,63012.0,
NCT05144750,200.0,
NCT04728620,60.0,
NCT01102959,50.0,
NCT02302079,96.0,PHASE2
NCT02131766,33.0,
NCT02413567,60.0,
NCT03539627,184.0,
NCT02706119,163.0,PHASE4
NCT02462421,30.0,PHASE4
NCT03978884,0.0,PHASE4
NCT05364190,142.0,PHASE3
NCT06150690,400.0,
NCT05925946,60.0,
NCT01947556,20.0,
NCT06991829,29.0,EARLY_PHASE1
NCT03895229,16.0,PHASE1
NCT00335101,0.0,PHASE4
NCT07070544,79.0,
NCT01498614,321.0,
NCT00763347,82.0,PHASE2
NCT05616026,100.0,
NCT05158478,1.0,
NCT03112343,112.0,
NCT04107935,43.0,
NCT00044746,314.0,PHASE4
NCT00518102,4431.0,
NCT00271739,1665.0,
NCT05039034,4100.0,
NCT05096858,120.0,
NCT04057417,225.0,
NCT03251079,36.0,
NCT01026688,1592.0,
NCT01249742,65.0,
NCT01991054,45.0,PHASE4
NCT01512654,60.0,
NCT01757756,12.0,PHASE1
NCT05545722,102.0,
NCT01475422,91.0,
NCT06570551,78.0,
NCT06032429,70.0,
NCT04632277,102.0,
NCT02690467,80.0,
NCT06637384,128.0,PHASE4
NCT00668850,500.0,PHASE3
NCT06309082,100.0,
NCT04920279,30.0,
NCT01585454,0.0,
NCT04507867,80.0,
NCT02949687,0.0,
NCT06107816,120.0,
NCT04387448,96.0,PHASE2
NCT05874726,500.0,
NCT06463535,30.0,
NCT00370656,90.0,PHASE2;PHASE3
NCT00647595,100.0,PHASE3
NCT02345239,14.0,PHASE3
NCT00005130,5115.0,
NCT00607867,20.0,
NCT02800044,6.0,
NCT00263393,3712.0,PHASE4
NCT03385135,58.0,
NCT02957513,646.0,
NCT03840161,40.0,
NCT03283657,53.0,
NCT01653119,1000.0,
NCT01776528,119.0,PHASE1
NCT06794658,200.0,
NCT01511042,100.0,
NCT03847753,5940299.0,
NCT05989867,200.0,
NCT06451458,20.0,
NCT02985502,120.0,
NCT05031000,122.0,
NCT00230087,15.0,PHASE2
NCT01627184,13.0,
NCT06059833,120.0,
NCT05518448,10.0,
NCT02154126,81.0,
NCT02076568,201.0,
NCT04756141,20.0,
NCT01364766,40.0,
NCT02841553,300.0,
NCT05581264,200.0,
NCT01307904,23.0,EARLY_PHASE1
NCT02800252,75.0,
NCT04361552,0.0,PHASE3
NCT05541458,20.0,
NCT04171648,24.0,
NCT02505308,328.0,
NCT04646408,400.0,
NCT02702440,1.0,
NCT03106480,1947.0,
NCT01956851,55.0,
NCT01411865,933789.0,
NCT01743963,38.0,
NCT06136793,400.0,
NCT00778804,465.0,
NCT04841304,70.0,
NCT05644548,300.0,
NCT03580226,55.0,
NCT05186389,90.0,
NCT05592860,100.0,
NCT02844803,20.0,EARLY_PHASE1
NCT05838222,80.0,
NCT05134129,1500.0,
NCT00770445,121.0,PHASE4
NCT04645992,80.0,
NCT02681185,11.0,
NCT05433415,120.0,
NCT04612868,531.0,
NCT06813274,160.0,PHASE2
NCT03415880,132.0,
NCT02950142,288.0,
NCT06124586,200.0,
NCT01087541,6830.0,
NCT02313805,100.0,
NCT05139472,8.0,PHASE4
NCT02317172,120.0,
NCT00782639,23.0,PHASE4
NCT01632007,245.0,PHASE3
NCT03324971,78.0,
NCT04968171,100.0,
NCT00175721,150.0,
NCT06658106,96.0,
NCT01607684,50.0,PHASE2
NCT02499185,100.0,PHASE4
NCT03063515,12.0,PHASE1
NCT06668935,800.0,
NCT00696982,60.0,
NCT02232503,4011.0,
NCT00182286,342.0,
NCT01102673,18.0,PHASE1
NCT00462631,84.0,PHASE2;PHASE3
NCT06347445,5707.0,
NCT00506272,1.0,
NCT02828995,508.0,
NCT05631444,24.0,PHASE1;PHASE2
NCT05395806,900.0,
NCT03199638,14.0,
NCT03070678,16.0,PHASE1
NCT02342535,68.0,
NCT05444842,45.0,
NCT03010956,100.0,
NCT01452451,72.0,PHASE2
NCT05866536,100.0,PHASE2
NCT02967406,3600.0,
NCT00734591,7439.0,
NCT03283774,300000.0,
NCT02910674,102.0,
NCT02457897,7.0,PHASE2
NCT07122180,72.0,
NCT05343962,250.0,
NCT00843388,20.0,PHASE4
NCT04230694,40.0,
NCT03039075,240.0,PHASE4
NCT01355536,262.0,
NCT00212004,630.0,PHASE4
NCT05214235,124.0,
NCT06190808,16.0,
NCT00858676,150.0,PHASE4
NCT03383146,450.0,PHASE3
NCT02327286,473.0,
NCT01963156,3675.0,
NCT04485351,700.0,
NCT00306072,82.0,PHASE1;PHASE2
NCT03314467,60.0,
NCT01251757,21752.0,
NCT00793481,50.0,
NCT01438632,24.0,PHASE4
NCT00596063,25.0,PHASE1
NCT01943214,1000.0,
NCT05569876,7.0,
NCT00650897,30.0,PHASE4
NCT01518023,240.0,
NCT02305862,150.0,
NCT01804803,123.0,
NCT03333772,8.0,
NCT01023165,2000.0,PHASE3
NCT05343065,27.0,
NCT00241904,525.0,PHASE4
NCT01129258,110.0,PHASE1
NCT06832215,120.0,
NCT04514523,91.0,
NCT02888951,240.0,
NCT03321032,1164.0,PHASE4
NCT06094920,10.0,PHASE4
NCT05726461,25.0,
NCT03025451,512.0,
NCT04591457,120.0,PHASE2
NCT05543265,360.0,
NCT01751932,24.0,
NCT01881347,54.0,
NCT06902155,147.0,
NCT03189225,120.0,
NCT05799976,29334.0,
NCT02466880,240.0,
NCT05050019,300.0,
NCT02620592,84.0,PHASE1
NCT06095492,200.0,
NCT04591704,2000.0,
NCT02928952,132.0,
NCT04577976,62.0,
NCT05404789,50.0,
NCT00832390,29.0,PHASE4
NCT01873066,24.0,
NCT06913153,396983.0,
NCT04706377,90.0,
NCT05435157,296.0,
NCT02632292,33.0,
NCT00334711,50.0,
NCT00593489,154.0,
NCT00611988,145.0,PHASE2
NCT03410173,200.0,
NCT00041444,6176.0,
NCT00627744,85.0,PHASE4
NCT03238898,50.0,PHASE2
NCT00005152,121700.0,
NCT00426920,14.0,PHASE1
NCT03651180,3400.0,
NCT02300779,150.0,PHASE3
NCT04033042,10.0,
NCT07084922,32.0,
NCT01943045,81.0,PHASE2
NCT07151430,358.0,
NCT03288233,30.0,
NCT03170752,169.0,
NCT02727608,3.0,PHASE2
NCT02299791,4856.0,
NCT00005474,1063.0,
NCT04226820,125.0,
NCT01156779,31.0,PHASE1
NCT00489242,72.0,
NCT00228865,75.0,PHASE2;PHASE3
NCT01316484,40.0,
NCT00762684,8.0,PHASE3
NCT01775579,36.0,PHASE1
NCT03274362,80.0,
NCT05046483,300.0,
NCT00063583,77.0,PHASE1;PHASE2
NCT03526445,27.0,
NCT06017349,200.0,
NCT00437918,85.0,PHASE4
NCT04600622,67.0,
NCT04578431,49.0,
NCT02182895,72.0,PHASE4
NCT01870557,197.0,
NCT02672436,141.0,PHASE2
NCT01372852,300.0,
NCT06570278,1020.0,
NCT00701935,80.0,PHASE2
NCT00875108,116.0,PHASE3
NCT01074762,1470.0,
NCT03359629,210.0,
NCT01901757,12.0,PHASE1
NCT06679192,30.0,
NCT03719911,72.0,
NCT00306384,3323.0,PHASE3
NCT06976658,44.0,PHASE2
NCT02465515,9463.0,PHASE4
NCT04039763,20.0,
NCT04714216,22.0,
NCT01204216,3.0,
NCT04794478,482.0,
NCT05723185,246.0,
NCT03808376,208.0,
NCT05272670,100.0,
NCT01910194,39.0,PHASE2
NCT04422145,323.0,
NCT06988306,978.0,
NCT03458338,1006.0,
NCT01608425,400.0,PHASE2
NCT01828970,38.0,PHASE4
NCT02312375,46.0,
NCT00886392,118.0,
NCT01403571,77.0,PHASE2
NCT06011798,52.0,PHASE2
NCT05601349,7.0,
NCT00806338,22.0,PHASE1
NCT01814748,203.0,PHASE3
NCT06573385,200.0,
NCT03406923,31.0,
NCT07126041,1750000.0,
NCT01553266,900.0,
NCT04121572,150.0,
NCT02106039,350.0,
NCT04257565,68.0,
NCT06639100,63500.0,
NCT02738671,250.0,
NCT03682640,60.0,PHASE2
NCT05962710,7.0,
NCT04335396,150.0,
NCT03462069,41.0,PHASE2
NCT00464854,100.0,
NCT00326222,146.0,
NCT01062763,119.0,PHASE3
NCT03877068,185.0,
NCT03648918,4000.0,
NCT02716623,5.0,
NCT04662879,8869.0,
NCT06430203,40.0,
NCT01908894,12.0,PHASE1
NCT00862251,808.0,PHASE3
NCT01240200,49.0,PHASE4
NCT05329844,66.0,
NCT02925299,131.0,
NCT04871958,66.0,
NCT04992325,30.0,
NCT02692040,90.0,PHASE1
NCT06444074,432.0,
NCT04096313,628.0,
NCT02596581,80.0,
NCT03677609,78128.0,
NCT02402933,26.0,PHASE3
NCT00893685,300.0,
NCT00621608,107.0,PHASE4
NCT07054476,25.0,
NCT03479788,204.0,
NCT04143269,120.0,
NCT06176495,200.0,
NCT01172977,100.0,
NCT05141565,5945.0,
NCT02627534,20.0,
NCT02328521,48.0,PHASE4
NCT04125784,450.0,
NCT04157738,24.0,PHASE4
NCT03607448,153.0,
NCT05704491,100.0,
NCT02663713,20.0,PHASE4
NCT03863561,486.0,
NCT04637841,26.0,
NCT01939366,699.0,PHASE2
NCT06305195,155.0,
NCT00362128,2072.0,
NCT03364387,16026.0,
NCT00732160,34.0,
NCT00108927,6000.0,
NCT03970161,720.0,
NCT00678145,116.0,PHASE2
NCT01410357,200.0,
NCT02082028,241.0,
NCT03526536,40.0,PHASE4
NCT06834204,266.0,
NCT01572389,225.0,
NCT03254524,100.0,
NCT00155454,61.0,
NCT04825795,4007.0,
NCT06862739,800.0,PHASE4
NCT05984771,70.0,
NCT02297399,158.0,PHASE3
NCT00105898,152.0,
NCT04863313,73.0,
NCT05668819,68.0,
NCT04369833,130.0,
NCT05413928,75.0,
NCT05856877,180.0,
NCT06295913,49.0,
NCT07140848,214.0,
NCT03419702,43.0,
NCT05322304,60.0,
NCT05580978,40.0,
NCT06119035,20.0,
NCT05951660,256.0,
NCT05070741,3.0,
NCT05344196,16.0,
NCT04328363,232.0,
NCT06054035,170.0,PHASE4
NCT06417840,130.0,
NCT03787836,61.0,
NCT06482944,30.0,
NCT03075943,56.0,
NCT05362968,39.0,PHASE1
NCT05690009,4580.0,
NCT05217290,80.0,
NCT04979559,350.0,
NCT04588896,177.0,
NCT04835636,33.0,
NCT03868683,12.0,
NCT05358444,34.0,
NCT03309007,25.0,PHASE3
NCT04124354,4.0,
NCT05505565,33.0,
NCT03889210,18.0,
NCT05695170,28.0,
NCT03382873,208.0,
NCT03805412,23.0,
NCT05351359,340.0,
NCT05829239,0.0,PHASE2
NCT05866406,100.0,
NCT05560412,69.0,
NCT03568630,1250.0,
NCT05456347,120.0,
NCT06424106,60.0,
NCT06359418,260.0,
NCT05247437,120.0,
NCT03441750,1724.0,PHASE4
NCT04910763,23.0,
NCT04457440,36.0,
NCT04799938,70.0,
NCT05658770,90.0,
NCT04445168,451.0,
NCT05320510,130.0,
NCT05990205,437.0,PHASE2
NCT05994937,142.0,
NCT03658031,576.0,PHASE3
NCT06841796,84.0,
NCT03308773,5000.0,
NCT05208424,300.0,
NCT03459573,500.0,
NCT04745572,90.0,
NCT05260983,301.0,
NCT05854251,20.0,PHASE2
NCT06229795,90.0,PHASE3
NCT06519396,90.0,
NCT05147883,90.0,
NCT03958838,2160.0,
NCT05301413,360.0,PHASE2
NCT04201600,30.0,
NCT03737422,48.0,
NCT04881890,18.0,
NCT03117829,30.0,
NCT05720377,0.0,
NCT05165706,110.0,
NCT03334175,18.0,PHASE1;PHASE2
NCT06137963,0.0,
NCT05235425,300.0,
NCT06268990,30.0,
NCT03312764,598.0,
NCT06385015,80.0,
NCT06603480,96.0,
NCT05612698,120.0,
NCT06242847,18.0,
NCT05411640,60.0,
NCT04705558,70.0,
NCT04643873,90.0,
NCT03557541,182.0,
NCT03083600,12.0,
NCT04091516,75.0,
NCT06526494,30.0,PHASE2
NCT05322551,102.0,
NCT03332927,39.0,
NCT05540405,75.0,
NCT06094231,40.0,
NCT06292000,25.0,
NCT03200535,6588.0,
NCT05421390,60.0,
NCT03854656,100.0,
NCT05056376,368.0,
NCT05055219,772.0,
NCT06619015,40.0,PHASE2;PHASE3
NCT06115876,2000.0,
NCT06897982,20.0,
NCT06358261,100.0,
NCT04949958,108.0,
NCT05570435,31.0,
NCT03644524,20.0,
NCT03500640,314.0,
NCT03330366,30.0,
NCT05340868,1000.0,
NCT03553030,172.0,
NCT05864183,200.0,
NCT05144737,60.0,
NCT03543644,81.0,
NCT03310502,2050.0,
NCT03101930,329.0,PHASE4
NCT03659461,174.0,
NCT03889977,6.0,
NCT03124134,20.0,
NCT06440681,500.0,
NCT03956914,40.0,
NCT06413069,150.0,
NCT06067451,80.0,
NCT06007404,175.0,
NCT06440395,4400.0,
NCT03968224,90.0,PHASE2;PHASE3
NCT05026723,200.0,
NCT04051229,10.0,
NCT05749874,6500.0,PHASE4
NCT06458530,74.0,
NCT06275971,68.0,
NCT04096989,121.0,
NCT03490136,9848.0,
NCT03575000,15.0,PHASE4
NCT05214209,10.0,
NCT05492916,150.0,
NCT05689658,220.0,
NCT04256005,14.0,
NCT04832984,91.0,
NCT05395377,84.0,
NCT05951270,8.0,
NCT05966870,22.0,
NCT06040164,60.0,
NCT06912555,120.0,
NCT03188263,10.0,
NCT04495972,26.0,
NCT03240978,60.0,
NCT03529903,100.0,
NCT06384313,48.0,
NCT06019624,400.0,
NCT03809299,60.0,
NCT05822648,62.0,
NCT04269070,15.0,
NCT04364087,1208.0,
NCT02960373,10.0,
NCT02226510,68.0,PHASE4
NCT06005051,0.0,
NCT06001801,142.0,
NCT04634890,300.0,
NCT03258918,22.0,
NCT05372445,480.0,
NCT03295578,45.0,
NCT06055036,340.0,
NCT05309057,25.0,
NCT03689530,450.0,
NCT05640869,50.0,
NCT03227484,42.0,PHASE2
NCT03211182,300.0,
NCT04657367,10000.0,
NCT03006471,30.0,PHASE4
NCT05628584,26.0,
NCT05803772,31.0,PHASE2
NCT05786521,20.0,PHASE4
NCT04943861,200.0,
NCT05994586,30.0,
NCT06468553,80.0,
NCT04437485,46.0,PHASE2
NCT04105218,12.0,
NCT03675360,150.0,
NCT03228459,16660.0,
NCT04863235,80.0,
NCT03486223,16.0,PHASE2
NCT05759442,46.0,
NCT03184337,26.0,
NCT06284681,60.0,
NCT04742751,96.0,PHASE2
NCT04666636,65.0,PHASE2
NCT05035966,1442.0,
NCT03372018,53.0,
NCT03154073,20.0,
NCT06445569,42.0,
NCT05147961,300.0,
NCT04746781,818.0,
NCT02981121,744.0,PHASE4
NCT05263011,50.0,
NCT06114563,64.0,
NCT04499287,10.0,
NCT03774108,40.0,PHASE4
NCT06322940,0.0,
NCT03504683,144.0,
NCT03398356,47.0,PHASE4
NCT03906201,34.0,
NCT04029298,0.0,
NCT03429088,67.0,
NCT04767672,66.0,
NCT06967558,60.0,PHASE2
NCT05497960,28.0,
NCT03202680,49.0,
NCT04025489,200.0,
NCT03612037,12.0,
NCT04763772,29.0,
NCT04463277,128.0,
NCT01698112,25.0,
NCT04634591,1000.0,
NCT04555421,40.0,
NCT05745441,32.0,
NCT05404711,40.0,
NCT04549415,97.0,PHASE4
NCT06576531,50.0,
NCT06542627,420.0,
NCT05592288,61.0,
NCT03781102,92.0,
NCT05560971,40.0,
NCT06424015,60.0,
NCT06488677,40.0,
NCT04810026,41.0,
NCT04328233,30.0,
NCT06112418,7500.0,
NCT05191160,186.0,
NCT05318183,65.0,
NCT05717387,87.0,
NCT05426525,60.0,PHASE4
NCT05468411,54.0,
NCT05273840,100.0,
NCT04428606,60.0,
NCT04874415,75.0,
NCT05182970,5160.0,PHASE3
NCT03729479,94.0,PHASE1;PHASE2
NCT05523375,352.0,
NCT04455867,500.0,
NCT03031886,20.0,
NCT05960019,252.0,
NCT05119179,300.0,PHASE4
NCT05387434,31.0,
NCT03917784,142.0,PHASE4
NCT05071820,12.0,
NCT05163964,120.0,
NCT06448130,984.0,PHASE4
NCT05571436,60.0,
NCT06115265,40.0,
NCT06252038,160.0,
NCT06330948,60.0,
NCT04183907,210.0,
NCT06365723,216.0,
NCT03664726,78.0,
NCT06343025,54.0,
NCT04994327,155.0,
NCT04527965,150.0,
NCT04341571,30.0,PHASE2
NCT05571800,24.0,
NCT05292300,84.0,
NCT03938389,90.0,PHASE4
NCT05951140,300.0,
NCT03622424,16.0,
NCT03844646,12.0,
NCT04094194,1.0,
NCT04743856,54.0,
NCT04931836,77.0,
NCT05483972,20.0,
NCT05447806,15732.0,
NCT05354245,44.0,
NCT05290506,50.0,PHASE3
NCT05095038,82.0,
NCT03821961,30.0,
NCT03670602,64.0,
NCT03865342,202.0,
NCT04618458,38.0,
NCT05066542,60.0,
NCT03810378,61.0,
NCT05473078,162.0,
NCT04511468,670.0,PHASE2
NCT06208189,15.0,
NCT06893913,40.0,
NCT03167996,38.0,
NCT03096002,500.0,
NCT04256460,2500.0,
NCT04864860,30.0,PHASE4
NCT05572749,75.0,
NCT03527368,41.0,
NCT04454957,100.0,
NCT05632029,64.0,
NCT05704309,1976.0,
NCT06350604,62.0,
NCT05925946,60.0,
NCT04132908,70.0,
NCT05654727,230.0,
NCT03823027,43.0,
NCT03848533,42.0,PHASE2
NCT06477900,300.0,
NCT04822480,500.0,
NCT05681468,175.0,
NCT05456477,29.0,
NCT03283657,53.0,
NCT03222765,1000.0,
NCT04225507,174.0,
NCT03113916,195.0,
NCT03058029,300.0,
NCT03880162,20.0,
NCT05343494,20.0,
NCT05265312,1910.0,
NCT04824209,27.0,
NCT06453278,1746.0,
NCT05559515,200.0,
NCT05161897,30.0,
NCT05280496,20.0,PHASE3
NCT06507722,70.0,
NCT06265337,12.0,
NCT04869917,960.0,
NCT03856762,253.0,
NCT04335331,7424.0,
NCT06515119,66.0,
NCT06437938,50.0,
NCT04402710,16.0,
NCT03866421,3.0,
NCT06989164,100.0,
NCT04564586,32.0,
NCT05135039,218.0,
NCT05869344,28.0,
NCT04031222,52.0,
NCT06116149,722.0,
NCT05597943,30.0,
NCT06412536,10000.0,
NCT05717491,2014.0,
NCT04342624,20.0,
NCT06377020,20.0,
NCT04927871,156.0,
NCT05799222,20.0,
NCT05565534,76.0,
