sponsor,sponsor_class,trials
Chinese PLA General Hospital,OTHER,5
Ono Pharmaceutical Co. Ltd,INDUSTRY,5
Mackay Memorial Hospital,OTHER,5
Ondokuz Mayıs University,OTHER,5
Centre for Addiction and Mental Health,OTHER,5
Istanbul Medipol University Hospital,OTHER,5
Minneapolis Veterans Affairs Medical Center,FED,5
Jessa Hospital,OTHER,5
XOMA (US) LLC,INDUSTRY,5
Qingdao University,OTHER,5
Hospital Universitari Vall d'Hebron Research Institute,OTHER,5
Biruni University,OTHER,5
Bastyr University,OTHER,5
Technische Universität Dresden,OTHER,5
Texas A&M University,OTHER,5
Canadian Medical and Surgical Knowledge Translation Research Group,OTHER,5
"Haisco Pharmaceutical Group Co., Ltd.",INDUSTRY,5
Wake Forest University,OTHER,5
Dow University of Health Sciences,OTHER,5
"BrightGene Bio-Medical Technology Co., Ltd.",INDUSTRY,5
Liegang Liu,OTHER,5
Cliniques universitaires Saint-Luc- Université Catholique de Louvain,OTHER,5
University of Sydney,OTHER,5
Chulalongkorn University,OTHER,5
York University,OTHER,5
Walter Reed National Military Medical Center,FED,5
University of Tennessee,OTHER,5
"OPKO Health, Inc.",INDUSTRY,5
Linkoeping University,OTHER_GOV,5
Inonu University,OTHER,5
Ankara Yildirim Beyazıt University,OTHER,5
University of Turku,OTHER,4
Filip Krag Knop,OTHER,4
Queen's University,OTHER,4
DiObex,INDUSTRY,4
Perspectum,INDUSTRY,4
Majianhua,OTHER,4
VIVUS LLC,INDUSTRY,4
Zydus Lifesciences Limited,INDUSTRY,4
Far Eastern Memorial Hospital,OTHER,4
Tulane University School of Medicine,OTHER,4
Diabeteszentrum Bad Lauterberg im Harz,OTHER,4
China Cardiometabolic Registries,NETWORK,4
Rockefeller University,OTHER,4
University Ghent,OTHER,4
Universidade Nova de Lisboa,OTHER,4
Taipei Medical University WanFang Hospital,OTHER,4
Pontificia Universidad Catolica de Chile,OTHER,4
Texas Tech University,OTHER,4
"Omada Health, Inc.",INDUSTRY,4
Queen Mary University of London,OTHER,4
Lia Bally,OTHER,4
S.LAB (SOLOWAYS),OTHER,4
Akdeniz University,OTHER,4
Rashid Centre for Diabetes and Research,OTHER,4
DCB Research AG,OTHER,4
Hanoi Medical University,OTHER,4
Pusan National University Hospital,OTHER,4
Lund University Hospital,OTHER,4
Wuhan General Hospital of Guangzhou Military Command,OTHER,4
University of Liverpool,OTHER,4
Goztepe Training and Research Hospital,OTHER,4
Stony Brook University,OTHER,4
Sandoz,INDUSTRY,4
Servier Affaires Médicales,INDUSTRY,4
Al-Azhar University,OTHER,4
Azienda Ospedaliero-Universitaria Consorziale Policlinico di Bari,OTHER,4
University of Tromso,OTHER,4
"MetaCure (USA), Inc.",INDUSTRY,4
Mehmet Akif Ersoy University,OTHER,4
Azienda Ospedaliera Universitaria Integrata Verona,OTHER,4
Mansoura University,OTHER,4
The Miriam Hospital,OTHER,4
Mountain Diabetes and Endocrine Center,OTHER,4
University of Limerick,OTHER,4
Eccogene,INDUSTRY,4
University of KwaZulu,OTHER,4
Jagiellonian University,OTHER,4
Carnegie Mellon University,OTHER,4
University of Patras,OTHER,4
Shahid Beheshti University of Medical Sciences,OTHER,4
Shandong Provincial Hospital,OTHER_GOV,4
Changi General Hospital,OTHER,4
University of Kentucky,OTHER,4
"Tonghua Dongbao Pharmaceutical Co.,Ltd",INDUSTRY,4
Animas Corporation,INDUSTRY,4
BCDiabetes.Ca,NETWORK,4
Khoo Teck Puat Hospital,OTHER,4
Qilu Hospital of Shandong University,OTHER,4
University of Oslo,OTHER,4
"University College, London",OTHER,4
Better Therapeutics,INDUSTRY,4
"Institute for Human Development and Potential (IHDP), Singapore",OTHER,4
Sangamo Therapeutics,INDUSTRY,4
University of Cadiz,OTHER,4
Freie Universität Berlin,OTHER,4
Evidation Health,INDUSTRY,4
Postgraduate Institute of Dental Sciences Rohtak,OTHER,4
Benha University,OTHER,4
Second Affiliated Hospital of Nanchang University,OTHER,4
Fourth People's Hospital of Shenyang,OTHER,4
Peking University People's Hospital,OTHER,4
Glyconics Ltd,INDUSTRY,4
Isfahan University of Medical Sciences,OTHER,4
"Neurotronic, Inc.",INDUSTRY,4
Yeditepe University,OTHER,4
"Beijing Dongfang Biotech Co., Ltd.",INDUSTRY,4
Azienda Ospedaliero Universitaria Maggiore della Carita,OTHER,4
Chungbuk National University Hospital,OTHER,4
University of Nove de Julho,OTHER,4
Inje University,OTHER,4
Universidad Peruana Cayetano Heredia,OTHER,4
Sahlgrenska University Hospital,OTHER,4
Hospital Italiano de Buenos Aires,OTHER,4
University of Bergen,OTHER,4
Oregon Research Institute,OTHER,4
Association for Innovation and Biomedical Research on Light and Image,OTHER,4
University of Birmingham,OTHER,4
Shiraz University of Medical Sciences,OTHER,4
Universidad Miguel Hernandez de Elche,OTHER,4
Groupe Hospitalier Pitie-Salpetriere,OTHER,4
University of Saskatchewan,OTHER,4
Barts & The London NHS Trust,OTHER,4
New York University,OTHER,4
Universidade Federal Fluminense,OTHER,4
Forest Laboratories,INDUSTRY,4
Arecor Limited,INDUSTRY,4
"University of Split, School of Medicine",OTHER,4
Microclinic International,OTHER,4
Throne Biotechnologies Inc.,INDUSTRY,4
Melbourne Health,OTHER,4
"IRCCS Azienda Ospedaliera Universitaria San Martino - IST Istituto Nazionale per la Ricerca sul Cancro, Genoa, Italy",OTHER,4
University of Glasgow,OTHER,4
Washington State University,OTHER,4
"Clinical Research Centre, Malaysia",OTHER,4
"University of Massachusetts, Amherst",OTHER,4
"Elcelyx Therapeutics, Inc.",INDUSTRY,4
Institut Investigacio Sanitaria Pere Virgili,OTHER,4
IKFE Institute for Clinical Research and Development,OTHER,4
South Valley University,OTHER,4
Kyunghee University Medical Center,OTHER,4
"REMD Biotherapeutics, Inc.",INDUSTRY,4
Changhua Christian Hospital,OTHER,4
University of Hull,OTHER,4
Universidad de Guanajuato,OTHER,4
Bahria University,OTHER,4
Air Liquide Santé International,INDUSTRY,4
Khyber Medical University Peshawar,OTHER,4
Boston Therapeutics,INDUSTRY,4
"Mondelēz International, Inc.",INDUSTRY,4
Biocon Limited,INDUSTRY,4
MacroGenics,INDUSTRY,4
Andromeda Biotech Ltd.,INDUSTRY,4
TC Erciyes University,OTHER,4
Assuta Hospital Systems,OTHER,4
Hackensack Meridian Health,OTHER,4
Eastern Virginia Medical School,OTHER,4
Sue Brown,OTHER,4
Diamyd Therapeutics AB,INDUSTRY,4
Seattle Children's Hospital,OTHER,4
Sheffield Teaching Hospitals NHS Foundation Trust,OTHER,4
"University Hospital, Brest",OTHER,4
Children's Hospital of Fudan University,OTHER,4
University of Baghdad,OTHER,4
UNEEG Medical A/S,INDUSTRY,4
"Chromaderm, Inc.",INDUSTRY,4
Instituto Mexicano del Seguro Social,OTHER_GOV,4
Eurasian Association of Therapists,OTHER,4
Walter Reed Army Medical Center,FED,4
Changhai Hospital,OTHER,4
Kahramanmaras Sutcu Imam University,OTHER,4
Tan Tock Seng Hospital,OTHER,4
HK inno.N Corporation,INDUSTRY,4
Federal University of São Paulo,OTHER,4
Université Catholique de Louvain,OTHER,4
Min-Sheng General Hospital,OTHER,4
Guy's and St Thomas' NHS Foundation Trust,OTHER,4
Western Galilee Hospital-Nahariya,OTHER_GOV,4
Universidad de Granada,OTHER,4
University of Waterloo,OTHER,4
University Hospital Bispebjerg and Frederiksberg,OTHER,4
"Foundation for Innovative New Diagnostics, Switzerland",OTHER,4
Tarumanagara University,OTHER,4
Philip Kern,OTHER,4
Baystate Medical Center,OTHER,4
UConn Health,OTHER,4
Providence VA Medical Center,FED,4
Veterans Medical Research Foundation,OTHER,4
University College Cork,OTHER,4
Kanuni Sultan Suleyman Training and Research Hospital,OTHER,4
Humanis Saglık Anonim Sirketi,INDUSTRY,4
Hirabai Cowasji Jehangir Medical Research Institute,OTHER,4
University of Messina,OTHER,4
Hospital Universitario San Ignacio,OTHER,4
Minia University,OTHER,3
"Royal College of Surgeons, Ireland",OTHER,3
IRCCS Multimedica,OTHER,3
"Services Institute of Medical Sciences, Pakistan",OTHER_GOV,3
Christiana Care Health Services,OTHER,3
University of Roehampton,OTHER,3
Iowa State University,OTHER,3
Georgia State University,OTHER,3
Dr. Orit Hamiel,OTHER_GOV,3
"Institut fur Diabetesforschung, Munich, Germany",OTHER,3
Diabeter Nederland BV,OTHER,3
Sanford Health,OTHER,3
Ankara City Hospital Bilkent,OTHER,3
prof dr Pieter Gillard,OTHER,3
Nanjing Medical University,OTHER,3
"Life for a Child Program, Diabetes Australia",OTHER,3
Cukurova University,OTHER,3
Professor Fernando Figueira Integral Medicine Institute,OTHER,3
Seoul St. Mary's Hospital,OTHER,3
University of Avignon,OTHER,3
Lille Catholic University,OTHER,3
University of Modena and Reggio Emilia,OTHER,3
Foundation University Islamabad,OTHER,3
Vancouver General Hospital,OTHER,3
Gedeon Richter Plc.,INDUSTRY,3
Sophia Al-Adwan,OTHER,3
Eurofarma Laboratorios S.A.,INDUSTRY,3
Slagelse Hospital,OTHER,3
Herlev and Gentofte Hospital,OTHER,3
"Levenson, David I., M.D.",INDIV,3
Bettina Mittendorfer,OTHER,3
Baqiyatallah Medical Sciences University,OTHER,3
"National University of Ireland, Galway, Ireland",OTHER,3
"Shenzhen Salubris Pharmaceuticals Co., Ltd.",INDUSTRY,3
"Xinhua Hospital, Shanghai Jiao Tong University School of Medicine",OTHER,3
Hams Hamed Abdelrahman,OTHER,3
"Zhongshan Ophthalmic Center, Sun Yat-sen University",OTHER,3
Norbert Hermanns,OTHER,3
RCSI & UCD Malaysia Campus,OTHER,3
"Sichuan Haisco Pharmaceutical Group Co., Ltd",INDUSTRY,3
Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,OTHER_GOV,3
"Endocrinology Research Centre, Moscow",OTHER_GOV,3
Universidade Federal de Pernambuco,OTHER,3
Nanyang Technological University,OTHER,3
Universiteit Antwerpen,OTHER,3
Universidad de Valparaiso,OTHER,3
Fudan University,OTHER,3
"Aqua Medical, Inc.",INDUSTRY,3
Consorcio Centro de Investigación Biomédica en Red (CIBER),OTHER_GOV,3
"All India Institute of Medical Sciences, Bhubaneswar",OTHER,3
Heart Care Foundation,OTHER,3
"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico",OTHER,3
The First Affiliated Hospital of Xiamen University,OTHER,3
"The George Institute for Global Health, China",OTHER,3
Erasmus Medical Center,OTHER,3
Aichi Gakuin University,OTHER,3
University of Malaga,OTHER,3
Maimónides Biomedical Research Institute of Córdoba,OTHER,3
Jazz Pharmaceuticals,INDUSTRY,3
Affiliated Hospital of Nantong University,OTHER,3
London School of Hygiene and Tropical Medicine,OTHER,3
The Third Xiangya Hospital of Central South University,OTHER,3
Johannes Gutenberg University Mainz,OTHER,3
Tuğba Bilgehan,OTHER,3
St. Justine's Hospital,OTHER,3
Neuromed IRCCS,OTHER,3
Universidad de Antioquia,OTHER,3
University of Monastir,OTHER,3
Beijing Anzhen Hospital,OTHER,3
HJN Sverige AB/Neko Health,INDUSTRY,3
University of Ioannina,OTHER,3
Henry Ford Health System,OTHER,3
Istituti Clinici Scientifici Maugeri SpA,OTHER,3
"Genentech, Inc.",INDUSTRY,3
Facet Technologies,OTHER,3
Medical University of Silesia,OTHER,3
FibroGen,INDUSTRY,3
Shiga University,OTHER,3
Pendulum Therapeutics,INDUSTRY,3
Alison Gustafson,OTHER,3
Institut d'Investigació Biomèdica de Girona Dr. Josep Trueta,OTHER,3
Carl T. Hayden VA Medical Center,FED,3
The Affiliated Hospital of Xuzhou Medical University,OTHER,3
Lahore General Hospital,OTHER_GOV,3
Indiana University School of Medicine,OTHER,3
Federal University of Vicosa,OTHER,3
CeQur Corporation,INDUSTRY,3
TME Pharma AG,INDUSTRY,3
Landsteiner Institut,OTHER,3
Federal University of Minas Gerais,OTHER,3
King Faisal Specialist Hospital & Research Center,OTHER,3
University of Zagreb,OTHER,3
MTI University,OTHER,3
Universitas Padjadjaran,OTHER,3
Dance Biopharm Inc.,INDUSTRY,3
Public Health Foundation of India,OTHER,3
Composite Interceptive Med Science,INDUSTRY,3
University of Pretoria,OTHER,3
ConjuChem,INDUSTRY,3
Yanbing Li,OTHER,3
"Dong-A Pharmaceutical Co., Ltd.",INDUSTRY,3
Medical University of Lodz,OTHER,3
Universidad Juárez Autónoma de Tabasco,OTHER,3
National Yang Ming Chiao Tung University,OTHER,3
"Fifth Affiliated Hospital, Sun Yat-Sen University",OTHER,3
Sinai University,OTHER,3
"Ministry of Health, Malaysia",OTHER_GOV,3
Zhejiang Provincial People's Hospital,OTHER,3
Asan Medical Center,OTHER,3
Imcyse SA,INDUSTRY,3
Diamyd Medical AB,INDUSTRY,3
Helmholtz Zentrum München,INDUSTRY,3
Children's Hospitals and Clinics of Minnesota,OTHER,3
University of Yalova,OTHER,3
Centre Hospitalier du Luxembourg,OTHER,3
"Capillary Biomedical, Inc.",INDUSTRY,3
Ann & Robert H Lurie Children's Hospital of Chicago,OTHER,3
Exsulin Corporation,INDUSTRY,3
East Tennessee State University,OTHER,3
Tameside Hospital NHS Foundation Trust,OTHER,3
Chang Gung University of Science and Technology,OTHER,3
Scott and White Hospital & Clinic,OTHER,3
University of New Brunswick,OTHER,3
"Endogenex, Inc.",INDUSTRY,3
"Asger Lund, MD",OTHER,3
"Qure Healthcare, LLC",INDUSTRY,3
Shanghai East Hospital,OTHER,3
Metabolic Solutions Development Company,INDUSTRY,3
"Chipscreen Biosciences, Ltd.",INDUSTRY,3
Rhode Island Hospital,OTHER,3
Centre Hospitalier Universitaire de Saint Etienne,OTHER,3
"Metabolic Fitness Association, Italy",OTHER,3
MetaCure Limited,INDUSTRY,3
Hyundai Pharm,INDUSTRY,3
Xiang Guang-da,OTHER,3
Meredith Hawkins,OTHER,3
Ajou University School of Medicine,OTHER,3
Region Stockholm,OTHER_GOV,3
University of Thessaly,OTHER,3
VeroScience,INDUSTRY,3
Eulji University Hospital,OTHER,3
Qianfoshan Hospital,OTHER,3
Golo,INDUSTRY,3
Rio de Janeiro State University,OTHER,3
St. Olavs Hospital,OTHER,3
Metavention,INDUSTRY,3
Consorzio Mario Negri Sud,OTHER,3
"Valeritas, Inc.",INDUSTRY,3
Ziekenhuis Oost-Limburg,OTHER,3
Hospital de Clinicas Caracas,OTHER,3
Brittany L Smalls,OTHER,3
Lise Tarnow,OTHER,3
Prince Sattam Bin Abdulaziz University,OTHER,3
University of Jena,OTHER,3
Incyte Corporation,INDUSTRY,3
"Kowa Research Institute, Inc.",INDUSTRY,3
University of Rome Tor Vergata,OTHER,3
Stoffwechselzentrum Rhein - Pfalz,OTHER,3
Phoenix VA Health Care System,FED,3
Universidad de Zaragoza,OTHER,3
Barnsley Hospital,OTHER,3
Munich Municipal Hospital,OTHER,3
Instituto Nacional de Perinatologia Isidro Espinosa de los Reyes,OTHER_GOV,3
Durham VA Medical Center,FED,3
Winthrop University Hospital,OTHER,3
Chinese Academy of Sciences,OTHER_GOV,3
Rehab Werida,OTHER,3
Blandine Laferrere,OTHER,3
University College of Northern Denmark,OTHER,3
University of the Pacific,OTHER,3
BioKier Inc.,INDUSTRY,3
University of Belgrade,OTHER,3
"GI Windows, Inc.",INDUSTRY,3
InLight Solutions,INDUSTRY,3
"Kissei Pharmaceutical Co., Ltd.",INDUSTRY,3
University of South Alabama,OTHER,3
Liminal BioSciences Ltd.,INDUSTRY,3
University of Lincoln,OTHER,3
"Synvista Therapeutics, Inc",INDUSTRY,3
Michael A. Nauck,OTHER,3
Canterbury Christ Church University,OTHER,3
Eastern Mediterranean University,OTHER,3
"University Hospital, Rouen",OTHER,3
"Egas Moniz - Cooperativa de Ensino Superior, CRL",OTHER,3
Chiang Mai University,OTHER,3
University of Southampton,OTHER,3
Shenzhen People's Hospital,OTHER,3
University of Bedfordshire,OTHER,3
Oviva UK Ltd,OTHER,3
"National Research Council, Spain",OTHER_GOV,3
Taipei City Hospital,OTHER_GOV,3
University Hospital Center of Martinique,OTHER,3
The First Affiliated Hospital with Nanjing Medical University,OTHER,3
St. Luke's-Roosevelt Hospital Center,OTHER,3
Kutahya Health Sciences University,OTHER,3
Florida International University,OTHER,3
University of Manchester,OTHER,3
Hospital Juarez de Mexico,OTHER_GOV,3
Medtronic Diabetes R&D Denmark,INDUSTRY,3
Morehouse School of Medicine,OTHER,3
Srinakharinwirot University,OTHER,3
Erasme University Hospital,OTHER,3
Shandong University,OTHER,3
Women's College Hospital,OTHER,3
UCSF Benioff Children's Hospital Oakland,OTHER,3
University of Tartu,OTHER,3
Guangzhou Women and Children's Medical Center,OTHER,3
"Near East University, Turkey",OTHER,3
Tri-Service General Hospital,OTHER,3
Jothydev's Diabetes and Research Centre,OTHER,3
Diskapi Yildirim Beyazit Education and Research Hospital,OTHER_GOV,3
Hong Kong Baptist University,OTHER,3
Hospital Israelita Albert Einstein,OTHER,3
Kristian Karstoft,OTHER,3
Buckinghamshire Healthcare NHS Trust,OTHER,3
Oxford University Hospitals NHS Trust,OTHER,3
Helse Stavanger HF,OTHER_GOV,3
"Centre Hospitalier Universitaire, Amiens",OTHER,3
"Provention Bio, a Sanofi Company",INDUSTRY,3
"InSpark Technologies, Inc.",INDUSTRY,3
"Tolerion, Inc.",INDUSTRY,3
IRCCS Burlo Garofolo,OTHER,3
"Maisa N. Feghali, MD",OTHER,3
Ypsomed Diabetes Care AG,INDUSTRY,3
University Magna Graecia,OTHER,3
Johnny Ludvigsson,OTHER_GOV,3
Inreda Diabetic B.V.,INDUSTRY,3
Vertex Pharmaceuticals Incorporated,INDUSTRY,3
Beijing Friendship Hospital,OTHER,3
"Gelesis, Inc.",INDUSTRY,3
Haseki Training and Research Hospital,OTHER,3
University of Illinois at Urbana-Champaign,OTHER,3
Zealand University Hospital,OTHER,3
University of Minho,OTHER,3
Nova Biomedical,INDUSTRY,3
Royal Adelaide Hospital,OTHER,3
Oshadi Drug Administration,INDUSTRY,3
AHEPA University Hospital,OTHER,3
Medtronic Vascular,INDUSTRY,3
Erzincan University,OTHER,3
First Affiliated Hospital of Zhejiang University,OTHER,3
GE Healthcare,INDUSTRY,3
Wroclaw Medical University,OTHER,3
Hillel Yaffe Medical Center,OTHER_GOV,3
Julphar Gulf Pharmaceutical Industries,INDUSTRY,3
Korey Kennelty,OTHER,3
Harvard Pilgrim Health Care,OTHER,3
Instituto de Cardiologia do Rio Grande do Sul,OTHER,3
Spanish Society of Cardiology,OTHER,3
Oxurion,INDUSTRY,3
University of Lahore,OTHER,3
Sanguine Biosciences,INDUSTRY,3
Universitätsmedizin Mannheim,OTHER,3
Bulent Ecevit University,OTHER,3
"Heinrich-Heine University, Duesseldorf",OTHER,3
Beijing Tongren Hospital,OTHER,3
Okan University,OTHER,3
Badr University,OTHER,3
Cardiff University,OTHER,3
Necmettin Erbakan University,OTHER,3
Portsmouth Hospitals NHS Trust,OTHER_GOV,3
University of East Anglia,OTHER,3
Beneficência Portuguesa de São Paulo,OTHER,3
"ZeaVision, LLC",INDUSTRY,3
Dalin Tzu Chi General Hospital,OTHER,3
Universitair Ziekenhuis Brussel,OTHER,3
Parc de Salut Mar,OTHER,3
Medipol University,OTHER,3
California Polytechnic State University-San Luis Obispo,OTHER,3
Agricultural University of Athens,OTHER,3
University of Wyoming,OTHER,3
National Institute of Environmental Health Sciences (NIEHS),NIH,3
Centre Hospitalier Universitaire de Besancon,OTHER,3
Centre Hospitalier Universitaire Vaudois,OTHER,3
Viome,INDUSTRY,3
Diabetica Solutions Inc.,INDUSTRY,3
Seventh Sense Biosystems,INDUSTRY,3
Healthy.io Ltd.,INDUSTRY,3
Vantive Health LLC,INDUSTRY,3
Li Huating,OTHER,3
Abbott,INDUSTRY,3
University of Stirling,OTHER,3
Hasanuddin University,OTHER,3
"Carla Greenbaum, MD",OTHER,2
Shifa International Hospital,OTHER,2
Bruce A. Buckingham,OTHER,2
Jesús Moreno Fernández,OTHER,2
Universidade Federal do vale do São Francisco,OTHER,2
"Youngene Therapeutics Inc., Ltd.",INDUSTRY,2
Faculty Hospital Kralovske Vinohrady,OTHER_GOV,2
Giulio Frontino,OTHER,2
University of Louisville,OTHER,2
Hospitales Universitarios Virgen del Rocío,OTHER,2
Op-T LLC,INDUSTRY,2
"T1D Exchange, United States",OTHER,2
CRISPR Therapeutics AG,INDUSTRY,2
J.H. DeVries,OTHER,2
Imperial College Healthcare NHS Trust,OTHER,2
ISIS Diabete Service,OTHER,2
Consorci Sanitari de l'Alt Penedès i Garraf,OTHER,2
"University Hospital, Aker",OTHER,2
Helse Fonna,OTHER,2
DreaMed Diabetes,INDUSTRY,2
Andrew Posselt,OTHER,2
"University of Nevada, Reno",OTHER,2
Hoag Memorial Hospital Presbyterian,OTHER,2
University Hospital Heidelberg,OTHER,2
CuraLife,INDUSTRY,2
"Savvysherpa, Inc.",INDUSTRY,2
"Government Dental College and Research Institute, Bangalore",OTHER,2
Shen Qu,OTHER,2
Kennesaw State University,OTHER,2
Panineeya Mahavidyalaya Institute of Dental Sciences & Research Centre,OTHER,2
"CAR-T (Shanghai) Biotechnology Co., Ltd.",INDUSTRY,2
London North West Healthcare NHS Trust,OTHER,2
Orbis,OTHER,2
Yokohama City University Medical Center,OTHER,2
Uptown Eye Specialists,OTHER,2
Medtrum France,INDUSTRY,2
"G2e Co., Ltd",INDUSTRY,2
Kuopio University Hospital,OTHER,2
"Humanitas Hospital, Italy",OTHER,2
Sengkang General Hospital,OTHER,2
Pacific Northwest University of Health Sciences,OTHER,2
"Motus Therapeutics, Inc.",INDUSTRY,2
Ascension Health,INDUSTRY,2
Magda Bayoumi,OTHER,2
Harbin Medical University,OTHER,2
Swansea University,OTHER,2
"Ferzli, George S., M.D. F.A.C.S.",INDIV,2
Pakistan Institute of Medical Sciences,OTHER_GOV,2
"Goldfinch Bio, Inc.",INDUSTRY,2
"AgaMatrix, Inc.",INDUSTRY,2
Dacima Consulting,OTHER,2
Guangzhou University of Traditional Chinese Medicine,OTHER,2
Université de Montréal,OTHER,2
"Pharma Power Biotec Co., Ltd.",INDUSTRY,2
Selcuk University,OTHER,2
Andalusian School of Public Health,OTHER_GOV,2
Genaera Corporation,INDUSTRY,2
Memorial Sloan Kettering Cancer Center,OTHER,2
Elpen Pharmaceutical Co. Inc.,INDUSTRY,2
LifeBridge Health,OTHER,2
"Glycemic Index Laboratories, Inc",INDUSTRY,2
Summa Health System,OTHER,2
Frederiksberg University Hospital,OTHER,2
Derince Training and Research Hospital,OTHER,2
Prof. Tony hayek MD,OTHER,2
"Michael Mauer, MD",INDIV,2
Diskapi Teaching and Research Hospital,OTHER,2
Fundacion para la Investigacion y Formacion en Ciencias de la Salud,OTHER,2
Arrowhead Regional Medical Center,OTHER,2
NiliMedix,INDUSTRY,2
Universität des Saarlandes,OTHER,2
ThromboGenics,INDUSTRY,2
Hospital Universitario Pedro Ernesto,OTHER,2
Association Francaise pour la Recherche Thermale,OTHER,2
University Hospital Freiburg,OTHER,2
Hospital Regional de Alta Especialidad del Bajio,OTHER,2
Bows Pharmaceuticals AG,INDUSTRY,2
GlucoVista,INDUSTRY,2
University of Medicine and Dentistry of New Jersey,OTHER,2
Maimonides Medical Center,OTHER,2
AEYE Health Inc,INDUSTRY,2
Medical University Innsbruck,OTHER,2
Fundación Pública Andaluza Progreso y Salud,OTHER,2
Hywel Dda Health Board,OTHER,2
NeurogesX,INDUSTRY,2
Vanderbilt-Ingram Cancer Center,OTHER,2
"Research Institute for Complex Problems of Cardiovascular Diseases, Russia",OTHER,2
"National University Health System, Singapore",OTHER,2
Kantonsspital Baselland Bruderholz,OTHER,2
"Energenesis Biomedical Co., Ltd.",INDUSTRY,2
"University Hospital, Martin",OTHER,2
Nordin Hanssen,OTHER,2
"Hospital Authority, Hong Kong",OTHER_GOV,2
Universidad Complutense de Madrid,OTHER,2
National Cancer Institute (NCI),NIH,2
St Vincent's Hospital Melbourne,OTHER,2
OSF Healthcare System,OTHER,2
State University of New York - Downstate Medical Center,OTHER,2
Alexandra Hospital,OTHER,2
Boston University Charles River Campus,OTHER,2
"Huons Co., Ltd.",INDUSTRY,2
Anahuac University,OTHER,2
"Intuity Medical, Inc",INDUSTRY,2
Lee's Pharmaceutical Limited,INDUSTRY,2
Imam Abdulrahman Bin Faisal University,OTHER,2
University Tunis El Manar,OTHER,2
"NGM Biopharmaceuticals, Inc",INDUSTRY,2
Persei Vivarium,OTHER,2
"National Institute for Medical Research, Tanzania",OTHER_GOV,2
Tianjin Medical University,OTHER,2
University of Kansas,OTHER,2
"Xuanwu Hospital, Beijing",OTHER,2
St. Joseph's Healthcare Hamilton,OTHER,2
Brightseed,INDUSTRY,2
Eskisehir Osmangazi University,OTHER,2
Atlantia Food Clinical Trials,INDUSTRY,2
"Taipei Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation",OTHER,2
Aberystwyth University,OTHER,2
Oregon State University,OTHER,2
Simon Fraser University,OTHER,2
Bezmialem Vakif University,OTHER,2
Institut Pasteur de Lille,OTHER,2
"University Hospital, Saarland",OTHER,2
Derek Richards,OTHER,2
Methodist Health System,OTHER,2
Small Changes,OTHER,2
Central Jutland Regional Hospital,OTHER,2
DiaMedica Therapeutics Inc,INDUSTRY,2
"Hospital San Carlos, Madrid",OTHER,2
Shaanxi Provincial People's Hospital,OTHER,2
Centre Hospitalier National d'Ophtalmologie des Quinze-Vingts,OTHER,2
Scripps Translational Science Institute,OTHER,2
Him SA,OTHER,2
Avera McKennan Hospital & University Health Center,OTHER,2
BRAC University,OTHER,2
M.V. Hospital for Diabetes,OTHER,2
Nathan Kline Institute for Psychiatric Research,OTHER,2
"Health Resources in Action, Inc.",OTHER,2
"DyAnsys, Inc.",INDUSTRY,2
Eclypia,INDUSTRY,2
Hedia ApS,INDUSTRY,2
University of Central Florida,OTHER,2
Universidad de Murcia,OTHER,2
"Stratatech, a Mallinckrodt Company",INDUSTRY,2
Mexican National Institute of Public Health,OTHER_GOV,2
SpectralMD,INDUSTRY,2
B. Braun Melsungen AG,INDUSTRY,2
University Hospitals of North Midlands NHS Trust,OTHER,2
Staffordshire University,OTHER,2
University of Toledo Health Science Campus,OTHER,2
Instituto Aragones de Ciencias de la Salud,OTHER_GOV,2
"Berkeley Analytics, Inc.",INDUSTRY,2
University of Huddersfield,OTHER,2
"Mt. Sinai Medical Center, Miami",OTHER,2
University of Lorraine,OTHER,2
"Andon Medical Co.,Ltd",INDUSTRY,2
C. T. Lamont Primary Care Research Centre,OTHER,2
University of Plymouth,OTHER,2
Group Health Centre,OTHER,2
Zoe Global Limited,OTHER,2
"Jinling Hospital, China",OTHER,2
"Technion, Israel Institute of Technology",OTHER,2
Georgia Institute of Technology,OTHER,2
Tampere University,OTHER,2
Brown University,OTHER,2
Ethicon Endo-Surgery,INDUSTRY,2
Yufan Wang,OTHER,2
Kyungpook National University Chilgok Hospital,OTHER,2
Johnson & Johnson Private Limited,INDUSTRY,2
"NovMetaPharma Co., Ltd.",INDUSTRY,2
Universiti Teknologi Mara,OTHER,2
Indigo Diabetes NV,INDUSTRY,2
Çanakkale Onsekiz Mart University,OTHER,2
"Proteus Digital Health, Inc.",INDUSTRY,2
Unilever R&D,INDUSTRY,2
Western University,OTHER,2
"Pichamol Jirapinyo, MD, MPH",OTHER,2
Folkhälsan Researech Center,OTHER,2
Regeneron Pharmaceuticals,INDUSTRY,2
Universidad Autonoma del Estado de Mexico,OTHER,2
Elixir Pharmaceuticals,INDUSTRY,2
"University of Arkansas, Fayetteville",OTHER,2
Al-Rasheed University College,OTHER,2
University of Oregon,OTHER,2
Sihuan Pharmaceutical Holdings Group Ltd.,INDUSTRY,2
Centre Hospitalier Universitaire Saint Pierre,OTHER,2
Welldoc,INDUSTRY,2
University of North Texas Health Science Center,OTHER,2
