start_date,phase,status,trials
2024-04-12,PHASE2,RECRUITING,9
2024-12-25,PHASE1;PHASE2,RECRUITING,4
2021-08-05,PHASE2,ACTIVE_NOT_RECRUITING,2
2021-01-26,,COMPLETED,31
2023-10-31,,COMPLETED,14
2023-08-23,,UNKNOWN,1
2021-08-31,,UNKNOWN,20
2017-06-01,PHASE2;PHASE3,COMPLETED,5
2011-08-18,PHASE1,COMPLETED,1
2017-02-11,,COMPLETED,6
2020-04-03,PHASE2,TERMINATED,2
2015-12-03,,TERMINATED,2
2020-12-21,PHASE1,TERMINATED,3
2016-12-19,PHASE1,COMPLETED,4
2024-03-06,,ENROLLING_BY_INVITATION,3
2024-01-15,,COMPLETED,67
2017-01-12,,TERMINATED,4
2020-11-16,PHASE3,ACTIVE_NOT_RECRUITING,1
2019-06-06,PHASE1;PHASE2,COMPLETED,3
2018-08-28,PHASE1,COMPLETED,4
2017-06-05,PHASE2,RECRUITING,1
2023-04-16,,COMPLETED,4
2022-10-21,,UNKNOWN,4
2021-06-07,PHASE1;PHASE2,TERMINATED,1
2019-04-24,,ACTIVE_NOT_RECRUITING,3
2023-09-30,,COMPLETED,16
2024-03-12,,COMPLETED,15
2020-09-21,PHASE3,UNKNOWN,4
2019-01-24,PHASE2,COMPLETED,9
2019-09-10,,UNKNOWN,21
2023-01-19,,ACTIVE_NOT_RECRUITING,2
2017-05-19,PHASE2,COMPLETED,4
2025-03-30,,NOT_YET_RECRUITING,21
2022-06-16,,COMPLETED,20
2022-08-31,PHASE4,TERMINATED,1
2021-07-14,,COMPLETED,17
2017-08-04,,TERMINATED,3
2020-10-09,,UNKNOWN,8
2004-01-14,PHASE2,COMPLETED,1
1998-05-12,PHASE1;PHASE2,COMPLETED,1
2019-04-17,PHASE2,COMPLETED,2
2007-10-10,,COMPLETED,2
2004-05-01,PHASE2,COMPLETED,1
2023-04-03,,COMPLETED,42
2022-09-06,,RECRUITING,13
2015-12-20,PHASE3,UNKNOWN,1
2018-01-15,PHASE1;PHASE2,COMPLETED,1
2025-04-22,PHASE1;PHASE2,RECRUITING,5
2022-04-21,,COMPLETED,31
2012-04-01,,UNKNOWN,3
2025-04-02,,NOT_YET_RECRUITING,4
2023-08-24,,RECRUITING,15
2019-12-06,,RECRUITING,4
2019-09-24,,UNKNOWN,8
2020-02-07,,COMPLETED,28
2022-12-04,,UNKNOWN,3
2019-12-11,PHASE1,COMPLETED,4
2018-07-13,,COMPLETED,23
2017-07-15,,COMPLETED,29
2015-01-12,,COMPLETED,13
2024-08-25,,RECRUITING,9
2019-08-19,PHASE4,COMPLETED,3
2020-02-29,PHASE1,COMPLETED,1
2019-01-01,PHASE2,WITHDRAWN,5
2019-01-17,,ACTIVE_NOT_RECRUITING,2
2021-10-28,PHASE2,ACTIVE_NOT_RECRUITING,2
2021-03-16,,ACTIVE_NOT_RECRUITING,6
2022-01-10,,NOT_YET_RECRUITING,1
2022-11-22,,TERMINATED,2
2022-08-08,PHASE3,RECRUITING,1
2024-04-01,EARLY_PHASE1,TERMINATED,1
2015-07-02,,COMPLETED,7
2024-08-19,,COMPLETED,12
2017-10-01,PHASE2,UNKNOWN,7
2024-05-14,,ENROLLING_BY_INVITATION,2
2018-10-10,PHASE1,COMPLETED,5
2005-12-21,PHASE2,COMPLETED,1
2026-01-05,PHASE2;PHASE3,NOT_YET_RECRUITING,1
2021-04-02,PHASE1;PHASE2,TERMINATED,1
2018-10-23,,TERMINATED,2
2016-09-13,PHASE1,COMPLETED,3
2025-03-22,PHASE1;PHASE2,RECRUITING,1
2017-11-27,PHASE2,WITHDRAWN,1
2017-03-07,,WITHDRAWN,1
2024-05-11,,RECRUITING,7
2023-03-10,,RECRUITING,24
2022-03-26,,UNKNOWN,5
2014-12-31,,COMPLETED,6
2021-01-20,,TERMINATED,5
2022-07-21,,RECRUITING,11
2000-06-08,,RECRUITING,1
2023-06-23,,RECRUITING,14
2018-01-19,PHASE1,ACTIVE_NOT_RECRUITING,1
2023-04-23,PHASE1,RECRUITING,1
2025-02-26,PHASE1,RECRUITING,6
2024-10-30,,RECRUITING,29
2019-12-03,,COMPLETED,33
2023-06-10,,UNKNOWN,9
2024-08-21,EARLY_PHASE1,RECRUITING,2
2018-02-21,PHASE3,COMPLETED,5
2020-10-23,PHASE2,UNKNOWN,1
2023-08-31,PHASE2,UNKNOWN,1
2011-04-04,PHASE3,COMPLETED,2
2022-04-20,,RECRUITING,15
2020-10-30,PHASE2,UNKNOWN,2
2024-07-23,,COMPLETED,7
2020-06-10,,ACTIVE_NOT_RECRUITING,3
2023-01-06,PHASE1,COMPLETED,2
2024-11-30,,NOT_YET_RECRUITING,31
2022-08-24,PHASE1,COMPLETED,6
2021-12-13,,UNKNOWN,8
2022-06-21,PHASE1,COMPLETED,5
2018-09-10,PHASE3,TERMINATED,1
2019-07-01,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,1
2021-10-01,PHASE4,UNKNOWN,8
2022-09-04,,UNKNOWN,3
2017-10-26,PHASE2;PHASE3,RECRUITING,1
2023-07-17,,UNKNOWN,9
2014-11-25,,COMPLETED,8
2021-05-13,,UNKNOWN,9
2002-09-19,,COMPLETED,2
2023-12-13,PHASE1,ACTIVE_NOT_RECRUITING,3
2003-06-17,PHASE2,COMPLETED,1
2023-12-21,PHASE3,COMPLETED,2
2024-02-01,PHASE2,RECRUITING,16
2015-09-07,,TERMINATED,2
2021-01-04,PHASE1,COMPLETED,8
2019-03-01,,ACTIVE_NOT_RECRUITING,16
2023-06-25,PHASE1,COMPLETED,2
2022-09-29,PHASE3,COMPLETED,3
2012-01-01,PHASE4,COMPLETED,4
2021-09-01,PHASE2,UNKNOWN,15
2017-07-14,PHASE2,TERMINATED,2
2018-10-16,,COMPLETED,42
2025-01-12,,RECRUITING,5
2024-11-05,,ENROLLING_BY_INVITATION,7
2019-11-04,PHASE2,COMPLETED,7
2024-10-10,,NOT_YET_RECRUITING,22
2022-09-25,,COMPLETED,10
2022-11-15,PHASE1;PHASE2,UNKNOWN,1
2017-01-23,PHASE4,TERMINATED,2
2020-09-16,,RECRUITING,9
2021-12-20,PHASE3,RECRUITING,3
2021-07-02,,ACTIVE_NOT_RECRUITING,4
2020-08-01,PHASE4,ACTIVE_NOT_RECRUITING,1
2019-06-12,,COMPLETED,36
2017-12-02,,RECRUITING,2
2012-02-15,,TERMINATED,1
2012-07-09,PHASE2,COMPLETED,3
2023-02-21,PHASE2,SUSPENDED,1
2023-04-24,PHASE1,ACTIVE_NOT_RECRUITING,1
2017-06-29,PHASE4,COMPLETED,3
2018-10-10,EARLY_PHASE1,COMPLETED,1
2018-12-17,,UNKNOWN,12
2017-05-08,,COMPLETED,46
2019-07-08,PHASE1,ACTIVE_NOT_RECRUITING,2
2022-04-08,PHASE1,COMPLETED,5
2019-10-17,PHASE1,COMPLETED,6
2014-12-18,,RECRUITING,1
2013-07-23,PHASE1,COMPLETED,1
2021-11-08,,UNKNOWN,16
2018-08-02,,UNKNOWN,6
2020-11-17,PHASE2,UNKNOWN,2
2012-09-20,PHASE1;PHASE2,COMPLETED,1
2023-03-03,,COMPLETED,25
2022-09-23,PHASE2,COMPLETED,2
2023-05-08,PHASE2,RECRUITING,3
2023-12-01,PHASE4,RECRUITING,8
2018-06-15,PHASE2,UNKNOWN,2
2017-11-20,PHASE3,COMPLETED,4
2023-11-30,,ACTIVE_NOT_RECRUITING,13
2018-07-26,,UNKNOWN,4
2019-06-11,,COMPLETED,25
2020-10-20,,UNKNOWN,24
2022-09-12,,COMPLETED,32
2022-06-09,PHASE2,RECRUITING,1
2020-03-31,PHASE1,COMPLETED,6
2023-04-13,PHASE1,UNKNOWN,1
2007-03-24,PHASE3,COMPLETED,1
2021-04-28,,SUSPENDED,1
1998-08-05,,RECRUITING,1
2022-01-17,,UNKNOWN,14
2024-02-27,,RECRUITING,40
2019-06-27,,TERMINATED,2
2023-06-08,,COMPLETED,17
2006-04-07,,COMPLETED,4
2022-02-06,,UNKNOWN,4
2022-10-12,,ACTIVE_NOT_RECRUITING,7
2020-11-12,PHASE4,COMPLETED,2
2014-01-09,PHASE3,UNKNOWN,1
2018-08-11,,COMPLETED,3
2018-12-17,PHASE2;PHASE3,UNKNOWN,1
2016-05-01,,ACTIVE_NOT_RECRUITING,5
2023-05-04,,RECRUITING,17
2021-04-12,,RECRUITING,11
2019-06-25,,COMPLETED,26
2015-03-24,PHASE2;PHASE3,COMPLETED,1
2025-06-03,PHASE1,RECRUITING,5
2021-02-15,,RECRUITING,11
2015-05-05,PHASE1;PHASE2,COMPLETED,1
2018-06-04,PHASE2,ACTIVE_NOT_RECRUITING,2
2021-09-30,PHASE1,ACTIVE_NOT_RECRUITING,4
2018-03-30,,ACTIVE_NOT_RECRUITING,2
2018-03-19,PHASE1,TERMINATED,2
2018-08-20,,TERMINATED,8
2015-07-29,PHASE2,TERMINATED,1
2019-01-10,PHASE4,UNKNOWN,1
2020-07-27,,TERMINATED,4
2023-10-26,,RECRUITING,25
2017-03-02,PHASE1,COMPLETED,6
2021-07-22,PHASE2,UNKNOWN,1
2019-06-17,PHASE2,ACTIVE_NOT_RECRUITING,3
2014-04-07,PHASE2,COMPLETED,2
2021-07-14,PHASE2,ACTIVE_NOT_RECRUITING,1
2020-12-03,,UNKNOWN,11
2022-11-28,PHASE2,RECRUITING,2
2022-06-02,EARLY_PHASE1,RECRUITING,1
2019-09-24,,COMPLETED,22
2017-03-01,,RECRUITING,18
2020-05-01,PHASE2,TERMINATED,6
2023-11-20,PHASE2,ACTIVE_NOT_RECRUITING,2
2020-12-05,,COMPLETED,13
2018-12-25,,COMPLETED,7
2017-06-20,,UNKNOWN,7
2015-01-27,EARLY_PHASE1,COMPLETED,1
2011-10-12,PHASE3,COMPLETED,2
2022-04-27,PHASE1,UNKNOWN,2
2024-01-03,,COMPLETED,19
2021-06-05,,COMPLETED,17
2014-11-15,,COMPLETED,5
2017-09-18,PHASE1;PHASE2,COMPLETED,2
2018-05-15,PHASE2,ACTIVE_NOT_RECRUITING,2
2016-11-21,PHASE1;PHASE2,TERMINATED,2
2018-09-30,,COMPLETED,27
2024-04-02,,COMPLETED,19
2025-08-07,,ACTIVE_NOT_RECRUITING,2
2025-08-23,,RECRUITING,4
2023-10-03,PHASE4,RECRUITING,3
2009-10-09,PHASE2,COMPLETED,1
2022-06-20,PHASE2;PHASE3,RECRUITING,1
2018-08-27,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,2
2016-09-04,PHASE4,COMPLETED,1
2010-07-14,PHASE3,COMPLETED,2
2025-08-10,,RECRUITING,10
2024-05-02,PHASE2,RECRUITING,4
2017-09-06,PHASE2,UNKNOWN,2
2022-01-12,,RECRUITING,9
2025-05-30,PHASE2,NOT_YET_RECRUITING,2
2023-10-26,PHASE1,RECRUITING,7
2020-03-03,PHASE1,COMPLETED,7
2022-07-21,PHASE2,RECRUITING,5
2019-01-15,PHASE2,TERMINATED,4
2016-12-21,EARLY_PHASE1,TERMINATED,1
2022-12-10,,RECRUITING,6
2017-04-23,PHASE3,UNKNOWN,1
2022-01-11,,RECRUITING,11
2002-01-01,,COMPLETED,17
2018-07-20,PHASE2,ACTIVE_NOT_RECRUITING,4
2024-08-07,PHASE2,RECRUITING,5
2023-08-10,PHASE3,TERMINATED,1
2022-07-04,,UNKNOWN,15
2018-09-01,,ACTIVE_NOT_RECRUITING,11
2021-02-17,PHASE2,COMPLETED,2
2021-01-15,PHASE2;PHASE3,COMPLETED,3
2025-03-08,PHASE2,NOT_YET_RECRUITING,2
2023-08-07,,UNKNOWN,7
2020-01-10,,COMPLETED,54
2016-05-17,PHASE2,TERMINATED,2
2019-06-18,PHASE2,COMPLETED,4
2018-07-18,PHASE1,TERMINATED,3
2022-10-12,,RECRUITING,11
2021-10-05,,COMPLETED,38
2011-11-14,PHASE1,COMPLETED,2
2023-02-14,,UNKNOWN,6
2019-03-21,,UNKNOWN,14
2021-07-05,,TERMINATED,1
2018-03-19,PHASE1;PHASE2,TERMINATED,3
2019-06-12,,UNKNOWN,7
2014-10-16,PHASE2,COMPLETED,6
2017-10-12,PHASE2,UNKNOWN,7
2023-01-05,,COMPLETED,35
2015-06-22,,COMPLETED,10
2024-01-20,,NOT_YET_RECRUITING,16
2021-03-19,PHASE2,UNKNOWN,1
2019-03-05,,RECRUITING,5
2024-07-02,,COMPLETED,15
2018-05-01,PHASE1,UNKNOWN,4
2025-02-27,,COMPLETED,5
2004-03-02,PHASE1,COMPLETED,1
2025-04-18,PHASE4,RECRUITING,2
2018-09-01,,WITHDRAWN,14
2018-10-15,PHASE3,RECRUITING,1
2021-03-05,,UNKNOWN,9
2021-10-07,PHASE4,UNKNOWN,2
2020-07-16,,UNKNOWN,8
2003-01-10,,COMPLETED,1
2024-06-10,PHASE1,ACTIVE_NOT_RECRUITING,3
2025-06-15,PHASE2,NOT_YET_RECRUITING,10
2021-12-17,,RECRUITING,6
2023-03-15,,UNKNOWN,24
2012-08-24,,COMPLETED,2
2014-05-10,,COMPLETED,3
2025-06-13,,COMPLETED,2
2017-12-04,PHASE4,COMPLETED,5
2023-01-12,PHASE1,RECRUITING,2
2004-01-01,,RECRUITING,3
2021-11-01,PHASE2,ACTIVE_NOT_RECRUITING,1
2018-12-14,PHASE4,COMPLETED,2
2009-01-01,PHASE4,COMPLETED,1
2015-04-13,PHASE2,COMPLETED,3
2023-06-21,,RECRUITING,20
2022-02-20,PHASE1;PHASE2,UNKNOWN,3
2019-03-01,,TERMINATED,16
2017-08-03,,UNKNOWN,4
2023-05-31,PHASE2,COMPLETED,3
2022-07-01,,WITHDRAWN,21
2024-01-04,,COMPLETED,17
2016-10-13,,COMPLETED,20
2023-09-24,,COMPLETED,5
2020-08-01,,RECRUITING,35
2021-06-20,,UNKNOWN,13
2023-07-11,PHASE2,RECRUITING,4
2015-09-29,,COMPLETED,5
2024-08-07,PHASE1,RECRUITING,3
2018-03-01,,ACTIVE_NOT_RECRUITING,10
2025-05-19,,RECRUITING,37
2018-07-11,,COMPLETED,28
2025-07-24,,NOT_YET_RECRUITING,10
2023-02-08,,ACTIVE_NOT_RECRUITING,5
2020-10-02,,UNKNOWN,7
2018-02-11,,COMPLETED,4
2018-12-01,,WITHDRAWN,10
2022-08-09,PHASE1,COMPLETED,6
2019-02-12,,COMPLETED,38
2018-11-20,,COMPLETED,45
2022-06-30,EARLY_PHASE1,UNKNOWN,2
2022-11-16,,UNKNOWN,6
2013-03-31,PHASE3,TERMINATED,1
2021-05-03,PHASE4,COMPLETED,1
2015-09-01,,UNKNOWN,15
2023-02-17,,COMPLETED,17
2019-12-06,PHASE2,COMPLETED,7
2023-11-28,,COMPLETED,15
2020-04-07,PHASE2,ACTIVE_NOT_RECRUITING,4
2020-09-20,,ACTIVE_NOT_RECRUITING,1
2020-07-29,PHASE2,COMPLETED,9
2017-05-01,PHASE2,COMPLETED,14
2018-11-28,,UNKNOWN,12
2021-11-04,PHASE2,TERMINATED,3
2023-09-11,PHASE4,ENROLLING_BY_INVITATION,1
2023-03-06,,COMPLETED,36
2014-12-12,PHASE1,COMPLETED,5
2014-01-01,,UNKNOWN,23
2024-04-18,PHASE1,COMPLETED,2
2020-10-06,,COMPLETED,35
2023-03-18,PHASE2,COMPLETED,1
2021-05-12,PHASE4,RECRUITING,2
2016-09-19,,COMPLETED,15
2022-03-01,EARLY_PHASE1,WITHDRAWN,1
2017-11-25,,UNKNOWN,8
2023-01-07,,RECRUITING,5
2023-02-01,PHASE4,RECRUITING,5
2017-07-18,,COMPLETED,26
2025-03-04,PHASE1,RECRUITING,5
2016-10-15,,COMPLETED,16
2024-12-02,,COMPLETED,17
2017-11-15,PHASE1;PHASE2,UNKNOWN,5
2016-08-01,PHASE1;PHASE2,COMPLETED,3
2020-01-09,,COMPLETED,30
2017-12-19,,COMPLETED,16
2018-07-01,PHASE2,SUSPENDED,1
2023-02-06,PHASE4,ACTIVE_NOT_RECRUITING,3
2023-03-26,,UNKNOWN,3
2018-10-06,,COMPLETED,7
2024-12-13,PHASE2,RECRUITING,10
2018-12-01,PHASE2,UNKNOWN,10
2022-04-01,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,1
2019-06-15,PHASE1;PHASE2,RECRUITING,1
2022-12-14,,RECRUITING,11
2017-09-25,PHASE1;PHASE2,COMPLETED,5
2022-10-31,,UNKNOWN,9
2014-03-20,,COMPLETED,7
2025-02-10,,NOT_YET_RECRUITING,18
2025-05-19,EARLY_PHASE1,RECRUITING,1
2025-06-29,,RECRUITING,5
2021-03-15,,ACTIVE_NOT_RECRUITING,8
2021-01-30,PHASE2,COMPLETED,2
2018-06-30,,COMPLETED,25
2023-04-28,,UNKNOWN,6
2020-04-21,PHASE1,UNKNOWN,1
2023-02-14,,COMPLETED,27
2009-04-22,PHASE2,UNKNOWN,1
2020-06-19,PHASE2,COMPLETED,2
2019-10-08,,RECRUITING,10
2024-05-05,,COMPLETED,13
2022-05-25,PHASE2,UNKNOWN,3
2018-09-06,,UNKNOWN,4
2019-02-04,PHASE2,RECRUITING,1
2020-11-17,PHASE2,ACTIVE_NOT_RECRUITING,3
2016-01-14,,RECRUITING,2
2016-01-13,PHASE4,COMPLETED,1
2008-06-30,PHASE2,COMPLETED,4
2013-05-27,PHASE3,COMPLETED,1
2021-11-30,,RECRUITING,21
2022-02-02,PHASE1,COMPLETED,5
2021-01-18,,RECRUITING,12
2023-10-19,PHASE1,RECRUITING,3
2019-05-24,,RECRUITING,3
2018-06-10,,RECRUITING,1
2022-02-01,,ACTIVE_NOT_RECRUITING,26
2012-09-04,,RECRUITING,1
2011-07-01,PHASE2,COMPLETED,5
2024-07-01,PHASE2;PHASE3,RECRUITING,2
2020-03-01,PHASE3,RECRUITING,2
2019-02-18,PHASE4,TERMINATED,2
2004-06-17,,COMPLETED,1
2014-05-29,PHASE3,COMPLETED,2
2019-02-05,PHASE2,COMPLETED,2
2018-03-15,,UNKNOWN,24
2021-04-01,PHASE4,UNKNOWN,13
2017-09-16,,COMPLETED,7
2011-05-05,PHASE3,COMPLETED,2
2023-05-03,,ACTIVE_NOT_RECRUITING,4
2024-05-01,,WITHDRAWN,5
2022-07-22,PHASE4,COMPLETED,4
2001-04-04,PHASE3,COMPLETED,1
2018-03-01,PHASE2,TERMINATED,2
2023-01-15,PHASE2,RECRUITING,2
2020-03-13,PHASE3,ACTIVE_NOT_RECRUITING,1
2020-04-25,,UNKNOWN,10
2020-08-18,,COMPLETED,26
2021-01-22,PHASE1,WITHDRAWN,1
2015-08-05,,COMPLETED,5
2022-05-30,,UNKNOWN,29
2025-06-07,,NOT_YET_RECRUITING,3
2018-07-02,,TERMINATED,6
2025-08-29,PHASE1,NOT_YET_RECRUITING,3
2011-06-17,PHASE3,TERMINATED,1
2023-02-15,PHASE1,UNKNOWN,4
2019-09-15,,RECRUITING,3
2017-10-13,,UNKNOWN,5
2018-10-13,,COMPLETED,5
2017-11-30,PHASE3,COMPLETED,6
2024-02-15,,NOT_YET_RECRUITING,32
2018-08-06,,WITHDRAWN,2
2021-10-11,,UNKNOWN,12
2017-10-26,,RECRUITING,4
2020-08-15,PHASE1,UNKNOWN,1
2022-04-08,PHASE1,RECRUITING,3
2019-05-01,,WITHDRAWN,10
2010-08-27,PHASE1,COMPLETED,1
2019-01-17,,TERMINATED,4
2023-04-08,PHASE2,RECRUITING,2
2023-08-18,,RECRUITING,18
2017-05-01,PHASE1;PHASE2,COMPLETED,3
2020-01-27,,TERMINATED,3
2019-12-30,,UNKNOWN,8
2025-06-16,,RECRUITING,35
2017-11-01,,SUSPENDED,2
2021-09-27,,UNKNOWN,13
2011-07-28,PHASE2,COMPLETED,1
2025-01-21,,RECRUITING,39
2015-02-06,PHASE4,RECRUITING,1
2014-09-24,,COMPLETED,6
2017-10-17,,RECRUITING,3
2020-05-17,PHASE1,UNKNOWN,2
2022-06-30,PHASE4,COMPLETED,1
2022-06-21,PHASE2,TERMINATED,3
2023-02-10,PHASE4,RECRUITING,2
2022-11-06,,UNKNOWN,1
2020-09-01,,ACTIVE_NOT_RECRUITING,16
2020-07-16,PHASE2,TERMINATED,2
2025-04-22,,RECRUITING,33
1997-12-04,,COMPLETED,2
2023-12-31,,COMPLETED,6
2019-04-01,PHASE2,COMPLETED,16
2007-10-02,,COMPLETED,1
2010-04-26,,COMPLETED,2
2021-03-16,,UNKNOWN,9
2021-08-10,,UNKNOWN,19
2017-02-06,PHASE4,UNKNOWN,2
2024-05-01,PHASE1,RECRUITING,7
2012-07-09,PHASE1,COMPLETED,3
2019-06-22,,TERMINATED,1
2022-07-15,PHASE1,RECRUITING,1
2020-09-29,PHASE1,COMPLETED,8
2023-12-11,,RECRUITING,41
2017-09-22,,COMPLETED,27
2007-09-28,PHASE1,COMPLETED,1
2020-08-27,,COMPLETED,16
2015-03-31,PHASE4,COMPLETED,2
2021-10-25,PHASE2,ACTIVE_NOT_RECRUITING,1
2021-08-29,,UNKNOWN,2
2023-10-19,,RECRUITING,24
2017-01-23,PHASE3,COMPLETED,1
2017-09-20,,COMPLETED,31
2016-02-05,PHASE2,COMPLETED,2
2024-04-19,PHASE3,RECRUITING,4
2002-09-05,PHASE4,TERMINATED,1
2018-03-07,PHASE4,COMPLETED,2
2024-10-22,PHASE1,RECRUITING,6
2021-01-11,PHASE1,COMPLETED,10
2023-03-20,,ACTIVE_NOT_RECRUITING,10
2022-02-23,,RECRUITING,15
2022-09-22,,ACTIVE_NOT_RECRUITING,4
2017-04-24,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,1
2021-11-08,,COMPLETED,34
2023-11-01,PHASE1;PHASE2,WITHDRAWN,1
2024-07-31,PHASE1;PHASE2,RECRUITING,1
2024-08-01,PHASE1,NOT_YET_RECRUITING,5
2022-07-20,PHASE1,COMPLETED,3
2017-02-28,,UNKNOWN,10
2015-06-12,PHASE2,COMPLETED,3
2020-04-06,,UNKNOWN,9
2018-10-01,PHASE3,COMPLETED,16
2024-12-30,PHASE1;PHASE2,NOT_YET_RECRUITING,2
2019-08-23,,UNKNOWN,13
2025-08-12,,ACTIVE_NOT_RECRUITING,3
2022-01-19,PHASE4,COMPLETED,1
2016-02-29,PHASE1;PHASE2,COMPLETED,2
2022-04-30,PHASE1;PHASE2,NOT_YET_RECRUITING,1
2013-10-02,PHASE1,COMPLETED,3
2016-11-08,,COMPLETED,16
2021-11-17,,COMPLETED,33
2015-01-02,,UNKNOWN,2
2023-08-03,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,1
2023-05-16,,UNKNOWN,8
2012-04-25,PHASE1,COMPLETED,2
2025-10-30,,NOT_YET_RECRUITING,14
2020-01-01,PHASE2;PHASE3,WITHDRAWN,2
2017-09-11,,COMPLETED,35
2024-07-02,PHASE1;PHASE2,RECRUITING,2
2024-09-24,,COMPLETED,9
2017-01-20,EARLY_PHASE1,ACTIVE_NOT_RECRUITING,1
2020-11-19,PHASE1,COMPLETED,5
2024-08-31,,RECRUITING,12
2018-03-07,,COMPLETED,36
2022-05-03,PHASE1;PHASE2,UNKNOWN,1
2017-02-23,,TERMINATED,2
2018-07-02,,UNKNOWN,12
2025-01-06,PHASE1;PHASE2,COMPLETED,1
2024-04-25,,RECRUITING,42
2017-02-06,,COMPLETED,40
2005-09-01,PHASE3,COMPLETED,5
2022-08-05,PHASE4,UNKNOWN,3
2025-05-10,,RECRUITING,19
2015-03-06,PHASE1,COMPLETED,2
2017-09-18,PHASE4,TERMINATED,1
2016-11-10,,COMPLETED,15
2017-02-03,PHASE2;PHASE3,COMPLETED,1
2017-11-18,PHASE2,UNKNOWN,2
2019-11-23,,COMPLETED,4
2021-08-01,PHASE2,UNKNOWN,14
2025-08-28,,NOT_YET_RECRUITING,11
2017-10-24,,COMPLETED,35
2022-10-26,,UNKNOWN,10
2023-09-10,,COMPLETED,18
2016-11-25,,COMPLETED,6
2015-11-09,PHASE3,COMPLETED,3
2020-01-15,,UNKNOWN,27
2025-04-03,PHASE3,COMPLETED,1
2020-03-01,,RECRUITING,33
2019-06-03,PHASE1,TERMINATED,1
2021-06-18,,ACTIVE_NOT_RECRUITING,3
2016-12-23,PHASE2,UNKNOWN,1
2016-03-07,PHASE1,RECRUITING,1
2020-11-15,PHASE4,UNKNOWN,3
2023-03-30,,RECRUITING,24
2023-09-19,,ACTIVE_NOT_RECRUITING,9
2023-12-03,,COMPLETED,4
2021-05-03,,COMPLETED,59
2024-05-01,PHASE1;PHASE2,NOT_YET_RECRUITING,5
2014-08-13,PHASE1;PHASE2,TERMINATED,1
2025-10-23,,NOT_YET_RECRUITING,3
2017-09-29,,COMPLETED,23
2024-05-24,,RECRUITING,26
2020-12-01,PHASE4,UNKNOWN,12
2022-09-26,,ACTIVE_NOT_RECRUITING,9
2016-07-20,PHASE4,TERMINATED,1
2019-07-23,,ACTIVE_NOT_RECRUITING,8
2023-02-17,,UNKNOWN,5
2023-05-05,PHASE2,COMPLETED,1
2021-11-15,PHASE3,ACTIVE_NOT_RECRUITING,2
2023-04-24,,RECRUITING,22
2014-03-24,PHASE2,TERMINATED,1
2022-03-08,PHASE3,RECRUITING,1
2020-05-07,PHASE3,ACTIVE_NOT_RECRUITING,1
2021-06-01,,ACTIVE_NOT_RECRUITING,34
2018-05-20,,ACTIVE_NOT_RECRUITING,1
2025-01-31,,RECRUITING,42
2021-03-10,PHASE1,ACTIVE_NOT_RECRUITING,3
2024-03-20,,ACTIVE_NOT_RECRUITING,14
2020-09-29,,ACTIVE_NOT_RECRUITING,4
2025-12-31,PHASE1;PHASE2,NOT_YET_RECRUITING,4
2020-06-01,PHASE1;PHASE2,UNKNOWN,9
2024-07-15,PHASE4,NOT_YET_RECRUITING,5
2018-11-22,PHASE4,UNKNOWN,1
2017-02-05,,COMPLETED,11
2010-08-18,,COMPLETED,3
2019-12-06,,ACTIVE_NOT_RECRUITING,3
2024-09-01,PHASE4,ENROLLING_BY_INVITATION,4
2022-09-20,,RECRUITING,17
2023-08-22,PHASE1,RECRUITING,3
2025-08-22,PHASE1,ACTIVE_NOT_RECRUITING,1
2017-04-03,,TERMINATED,4
2025-04-17,PHASE1,RECRUITING,2
2014-10-08,PHASE1,COMPLETED,3
2017-01-17,,UNKNOWN,4
2022-08-22,,COMPLETED,19
2023-12-11,,COMPLETED,16
2021-09-24,PHASE4,UNKNOWN,1
2017-05-30,PHASE3,COMPLETED,3
2024-07-30,,RECRUITING,41
2017-04-03,PHASE1,COMPLETED,7
2018-12-30,,COMPLETED,6
2020-05-19,PHASE2,COMPLETED,3
2017-01-30,PHASE1,COMPLETED,4
2019-06-27,PHASE1;PHASE2,COMPLETED,3
2020-09-16,,TERMINATED,3
2019-10-25,,RECRUITING,4
2021-07-12,PHASE1,COMPLETED,8
2022-01-15,,RECRUITING,11
2021-06-19,,COMPLETED,9
2024-05-06,,NOT_YET_RECRUITING,16
2025-05-22,,RECRUITING,24
2019-06-20,PHASE1,UNKNOWN,4
2019-02-06,PHASE4,COMPLETED,2
2016-04-08,,COMPLETED,13
2015-05-11,,ACTIVE_NOT_RECRUITING,1
2020-04-06,,RECRUITING,2
2023-07-10,,COMPLETED,32
2015-05-27,PHASE2,TERMINATED,1
2024-06-06,,RECRUITING,34
2018-04-03,,COMPLETED,37
2019-05-31,,UNKNOWN,10
2022-07-15,,RECRUITING,31
2010-01-06,PHASE1;PHASE2,RECRUITING,1
2025-05-06,PHASE3,RECRUITING,7
2021-05-15,,ACTIVE_NOT_RECRUITING,6
2023-02-23,PHASE4,COMPLETED,2
2019-04-12,PHASE2,ACTIVE_NOT_RECRUITING,2
2017-03-11,,COMPLETED,4
2020-11-01,PHASE1,TERMINATED,2
2025-07-09,PHASE2,RECRUITING,8
2023-07-12,,COMPLETED,18
