start_date,phase,status,trials
2017-10-17,PHASE2,TERMINATED,1
2006-03-16,PHASE2,TERMINATED,2
2017-09-11,,ACTIVE_NOT_RECRUITING,4
2021-09-13,PHASE1;PHASE2,TERMINATED,1
2013-01-01,PHASE4,COMPLETED,4
2021-07-19,PHASE1;PHASE2,COMPLETED,1
2008-10-17,PHASE3,COMPLETED,1
2019-04-04,PHASE3,TERMINATED,1
2018-02-15,EARLY_PHASE1,COMPLETED,2
2018-07-02,,WITHDRAWN,1
2021-01-13,PHASE3,UNKNOWN,1
2020-03-20,PHASE2;PHASE3,UNKNOWN,1
2013-11-13,PHASE1,COMPLETED,1
2007-01-04,PHASE3,TERMINATED,1
2020-10-23,,UNKNOWN,4
2014-01-30,PHASE3,COMPLETED,1
2018-05-25,PHASE1;PHASE2,TERMINATED,2
2019-02-20,PHASE4,UNKNOWN,1
2020-05-21,PHASE4,TERMINATED,1
2019-11-29,PHASE4,COMPLETED,1
2020-09-14,PHASE3,TERMINATED,2
2021-03-15,PHASE2;PHASE3,COMPLETED,2
2017-11-21,PHASE2,TERMINATED,1
2005-09-12,PHASE2,COMPLETED,2
2016-03-15,PHASE1;PHASE2,TERMINATED,1
2010-06-17,PHASE2,COMPLETED,1
2024-11-04,PHASE1,NOT_YET_RECRUITING,1
2022-06-15,PHASE4,TERMINATED,1
2012-05-31,PHASE1,TERMINATED,1
2019-03-25,PHASE2,TERMINATED,2
2018-11-07,PHASE2,COMPLETED,5
2012-01-03,,WITHDRAWN,1
2019-09-16,PHASE1,WITHDRAWN,1
2022-10-10,PHASE2,COMPLETED,2
2016-09-17,PHASE2;PHASE3,COMPLETED,1
2023-11-09,,NOT_YET_RECRUITING,2
2020-05-12,PHASE1,COMPLETED,3
2013-08-28,PHASE1,COMPLETED,1
2025-01-31,PHASE2,WITHDRAWN,2
2015-01-14,PHASE1,COMPLETED,2
2016-02-01,PHASE2,UNKNOWN,1
2017-05-03,PHASE2,UNKNOWN,2
2020-06-08,PHASE2,ACTIVE_NOT_RECRUITING,2
2015-05-18,PHASE2,TERMINATED,1
2023-03-07,PHASE4,RECRUITING,2
2019-12-17,PHASE1,RECRUITING,1
2015-10-26,PHASE2,COMPLETED,2
2017-07-13,PHASE4,COMPLETED,2
2020-07-27,EARLY_PHASE1,UNKNOWN,1
2022-11-10,PHASE1,WITHDRAWN,2
2018-12-03,,ACTIVE_NOT_RECRUITING,1
2014-12-19,PHASE2,ACTIVE_NOT_RECRUITING,1
2021-07-06,PHASE3,RECRUITING,1
2025-07-19,PHASE1;PHASE2,RECRUITING,1
2013-06-28,PHASE2,COMPLETED,1
2024-07-14,EARLY_PHASE1,COMPLETED,1
2023-08-11,PHASE1,RECRUITING,2
2014-07-16,PHASE2;PHASE3,COMPLETED,1
2008-11-03,,COMPLETED,1
1995-11-06,,RECRUITING,1
2004-09-13,,RECRUITING,1
2017-11-20,PHASE3,UNKNOWN,1
2020-09-07,PHASE3,COMPLETED,1
2018-06-06,PHASE2,RECRUITING,1
2020-10-23,PHASE1;PHASE2,COMPLETED,1
2014-01-29,,RECRUITING,2
2017-05-20,PHASE2,COMPLETED,1
2017-07-31,,ACTIVE_NOT_RECRUITING,2
2019-08-13,PHASE1;PHASE2,TERMINATED,1
2011-04-08,,COMPLETED,2
2006-02-02,PHASE1,TERMINATED,1
2015-08-25,PHASE1,COMPLETED,1
2019-07-15,PHASE1,WITHDRAWN,1
2020-06-16,PHASE2;PHASE3,COMPLETED,2
2023-01-23,PHASE1;PHASE2,TERMINATED,1
2018-09-21,,RECRUITING,1
2020-09-17,PHASE2;PHASE3,COMPLETED,1
2023-04-19,PHASE4,RECRUITING,1
2016-05-23,PHASE1,TERMINATED,1
2019-07-16,PHASE2,RECRUITING,1
2022-09-17,EARLY_PHASE1,RECRUITING,1
2021-01-06,PHASE3,ACTIVE_NOT_RECRUITING,1
2010-08-04,,TERMINATED,1
2023-03-10,PHASE1;PHASE2,TERMINATED,1
2023-03-17,PHASE3,ACTIVE_NOT_RECRUITING,2
2023-06-30,PHASE1;PHASE2,RECRUITING,3
2025-10-01,PHASE1,SUSPENDED,1
2023-05-16,PHASE2,COMPLETED,2
2025-06-04,,NOT_YET_RECRUITING,1
2019-05-07,PHASE2,RECRUITING,1
2021-11-30,PHASE4,WITHDRAWN,1
2008-08-21,PHASE2;PHASE3,COMPLETED,1
2009-05-16,,COMPLETED,1
2023-05-23,PHASE3,ACTIVE_NOT_RECRUITING,2
2005-01-30,PHASE1;PHASE2,COMPLETED,1
2011-05-11,PHASE1,COMPLETED,1
2022-05-17,PHASE4,RECRUITING,1
2011-09-28,PHASE4,UNKNOWN,1
2005-01-06,,COMPLETED,2
2024-12-03,PHASE4,RECRUITING,4
2022-07-06,PHASE2,UNKNOWN,1
1999-04-22,PHASE3,COMPLETED,1
2021-02-19,PHASE3,ACTIVE_NOT_RECRUITING,1
2023-05-19,EARLY_PHASE1,RECRUITING,1
2021-12-25,,TERMINATED,1
2011-04-07,,COMPLETED,1
2023-07-23,,COMPLETED,3
2019-08-21,PHASE2,COMPLETED,1
2024-02-25,PHASE2,NOT_YET_RECRUITING,1
2022-11-21,PHASE1,TERMINATED,1
2019-02-26,,ACTIVE_NOT_RECRUITING,2
2022-04-22,PHASE1,RECRUITING,1
2022-07-11,PHASE2,COMPLETED,3
2009-07-09,PHASE3,COMPLETED,1
2023-01-16,,TERMINATED,1
2017-06-07,,ENROLLING_BY_INVITATION,1
2022-01-28,PHASE2,RECRUITING,1
2023-05-22,,TERMINATED,1
2022-12-06,PHASE3,RECRUITING,1
2005-01-07,PHASE2,COMPLETED,1
2023-11-28,PHASE1,ACTIVE_NOT_RECRUITING,1
2023-12-30,PHASE1;PHASE2,RECRUITING,1
2024-10-06,,NOT_YET_RECRUITING,2
2020-09-04,PHASE4,TERMINATED,1
2009-10-07,PHASE2,COMPLETED,1
1998-12-18,PHASE1,COMPLETED,1
2020-11-30,PHASE2;PHASE3,RECRUITING,1
2022-09-05,PHASE2,UNKNOWN,1
2025-10-21,,NOT_YET_RECRUITING,1
2016-12-03,PHASE1,COMPLETED,1
2017-10-15,PHASE4,WITHDRAWN,1
2019-01-25,PHASE1;PHASE2,WITHDRAWN,1
2025-06-24,PHASE1;PHASE2,RECRUITING,1
2019-06-04,PHASE1,WITHDRAWN,1
2020-03-16,PHASE2;PHASE3,COMPLETED,1
2024-05-07,PHASE1;PHASE2,RECRUITING,2
2011-07-26,PHASE1,COMPLETED,1
2020-09-19,PHASE3,COMPLETED,1
2010-05-19,PHASE2,TERMINATED,1
2010-08-10,PHASE3,COMPLETED,1
2016-10-19,PHASE3,ACTIVE_NOT_RECRUITING,1
2023-10-31,PHASE1,COMPLETED,4
2019-07-09,PHASE1,ACTIVE_NOT_RECRUITING,1
2008-11-25,PHASE3,COMPLETED,2
2021-04-21,PHASE3,COMPLETED,1
2013-06-15,PHASE2,COMPLETED,1
2022-04-01,,SUSPENDED,1
2024-11-11,PHASE2;PHASE3,ENROLLING_BY_INVITATION,1
2017-11-21,PHASE1;PHASE2,TERMINATED,1
2015-03-11,PHASE2,COMPLETED,1
2027-04-01,PHASE2,NOT_YET_RECRUITING,1
2020-05-07,PHASE2,UNKNOWN,1
2023-10-28,,TERMINATED,2
2023-08-06,PHASE4,ACTIVE_NOT_RECRUITING,1
2023-05-30,PHASE2,TERMINATED,1
2021-10-07,,ENROLLING_BY_INVITATION,2
2008-01-05,PHASE3,COMPLETED,1
2019-11-15,PHASE1;PHASE2,RECRUITING,1
2020-05-27,PHASE4,COMPLETED,2
2018-01-17,PHASE3,ACTIVE_NOT_RECRUITING,1
2023-03-05,,ACTIVE_NOT_RECRUITING,1
2021-07-20,,WITHDRAWN,1
2022-02-26,PHASE1,RECRUITING,1
2009-04-21,PHASE2,TERMINATED,1
2021-09-13,PHASE2,TERMINATED,3
2003-09-03,,COMPLETED,1
2020-07-30,PHASE3,COMPLETED,4
2012-03-09,EARLY_PHASE1,COMPLETED,1
2018-12-05,PHASE3,ACTIVE_NOT_RECRUITING,2
2013-02-21,PHASE4,COMPLETED,1
2011-10-19,PHASE2,COMPLETED,1
2021-12-07,PHASE2,UNKNOWN,3
2025-07-01,PHASE3,WITHDRAWN,1
2023-05-08,PHASE2,ACTIVE_NOT_RECRUITING,2
2022-11-24,PHASE4,RECRUITING,1
2018-08-23,EARLY_PHASE1,UNKNOWN,1
2016-01-20,PHASE2,COMPLETED,2
2002-08-28,,COMPLETED,1
2018-08-29,PHASE1;PHASE2,TERMINATED,1
2017-05-09,PHASE4,TERMINATED,1
2022-10-11,PHASE4,COMPLETED,1
2018-11-06,PHASE4,COMPLETED,3
2019-04-23,,WITHDRAWN,1
2024-05-28,,ACTIVE_NOT_RECRUITING,2
2002-08-06,,COMPLETED,2
2020-07-10,PHASE1,ACTIVE_NOT_RECRUITING,2
2015-12-22,,TERMINATED,2
2006-12-19,PHASE2,TERMINATED,1
2025-01-31,PHASE1;PHASE2,NOT_YET_RECRUITING,1
2022-11-28,PHASE1;PHASE2,RECRUITING,1
2020-06-30,PHASE3,ACTIVE_NOT_RECRUITING,3
2024-04-02,PHASE3,NOT_YET_RECRUITING,1
2024-03-06,PHASE1,TERMINATED,1
2007-04-21,PHASE1,TERMINATED,1
2009-05-01,,UNKNOWN,1
2022-11-20,PHASE4,TERMINATED,1
2017-05-31,PHASE2,UNKNOWN,2
2020-07-30,PHASE3,ACTIVE_NOT_RECRUITING,1
2015-06-24,PHASE3,ACTIVE_NOT_RECRUITING,1
2006-04-01,PHASE2;PHASE3,COMPLETED,1
2013-06-05,PHASE4,COMPLETED,1
2015-08-28,PHASE4,COMPLETED,1
2023-11-02,,UNKNOWN,2
2019-02-18,PHASE4,ACTIVE_NOT_RECRUITING,1
2020-05-18,PHASE3,COMPLETED,4
2018-04-02,PHASE1,UNKNOWN,1
2017-06-30,PHASE2,TERMINATED,2
2023-05-23,,ENROLLING_BY_INVITATION,3
2011-06-07,PHASE3,COMPLETED,1
2025-02-12,PHASE1;PHASE2,ENROLLING_BY_INVITATION,1
2014-01-06,PHASE3,UNKNOWN,1
2008-05-15,PHASE4,COMPLETED,1
2024-03-25,PHASE2;PHASE3,COMPLETED,1
2019-10-21,PHASE1,UNKNOWN,1
2017-09-17,,UNKNOWN,1
2009-04-02,PHASE1,COMPLETED,1
2022-04-05,PHASE4,RECRUITING,1
2022-08-06,PHASE2,RECRUITING,1
2022-04-08,PHASE4,COMPLETED,2
2017-11-29,PHASE4,COMPLETED,3
2025-07-24,PHASE4,RECRUITING,3
2023-06-13,PHASE2,ACTIVE_NOT_RECRUITING,1
2019-08-07,PHASE1,COMPLETED,3
2021-01-31,EARLY_PHASE1,RECRUITING,1
2016-05-13,PHASE2,WITHDRAWN,1
2025-09-10,,RECRUITING,4
2022-01-23,,ACTIVE_NOT_RECRUITING,1
2014-04-17,PHASE3,TERMINATED,1
2018-07-30,PHASE4,TERMINATED,1
2012-09-03,PHASE2,COMPLETED,1
2024-11-30,PHASE2,WITHDRAWN,2
2020-01-09,PHASE1;PHASE2,TERMINATED,1
2020-07-15,PHASE4,COMPLETED,3
2022-09-05,PHASE1,COMPLETED,2
2015-06-10,PHASE3,COMPLETED,4
2024-07-25,PHASE4,RECRUITING,1
2024-03-19,PHASE4,ENROLLING_BY_INVITATION,1
2022-07-02,,ACTIVE_NOT_RECRUITING,1
2017-02-01,PHASE1,UNKNOWN,2
2006-09-01,PHASE4,COMPLETED,1
2024-08-06,PHASE4,NOT_YET_RECRUITING,1
2020-08-16,,COMPLETED,2
2021-02-01,,ENROLLING_BY_INVITATION,3
2018-01-03,PHASE3,ACTIVE_NOT_RECRUITING,1
2021-03-10,PHASE3,UNKNOWN,1
2018-05-15,PHASE2;PHASE3,ACTIVE_NOT_RECRUITING,1
2021-10-27,,ACTIVE_NOT_RECRUITING,6
2025-01-06,PHASE1,COMPLETED,1
2024-04-14,EARLY_PHASE1,COMPLETED,1
2025-08-08,PHASE3,RECRUITING,1
2024-04-23,EARLY_PHASE1,RECRUITING,1
2010-12-16,,COMPLETED,1
2023-09-08,PHASE4,RECRUITING,1
2013-12-13,,TERMINATED,1
2017-10-30,,WITHDRAWN,1
2010-10-06,PHASE1;PHASE2,COMPLETED,1
2016-06-29,PHASE4,COMPLETED,1
2020-06-28,,ACTIVE_NOT_RECRUITING,1
2022-08-31,EARLY_PHASE1,RECRUITING,1
2021-02-19,PHASE4,COMPLETED,1
2011-08-25,,COMPLETED,2
2024-07-05,,ENROLLING_BY_INVITATION,1
2022-04-12,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,1
2019-05-09,PHASE2,UNKNOWN,1
2001-04-18,,COMPLETED,1
2024-01-16,PHASE3,ACTIVE_NOT_RECRUITING,2
1998-01-29,PHASE4,COMPLETED,1
2026-07-01,,RECRUITING,1
2004-01-14,PHASE1,COMPLETED,1
2012-07-12,PHASE1,COMPLETED,1
2022-07-11,PHASE2,SUSPENDED,1
2025-03-12,PHASE1;PHASE2,COMPLETED,2
2019-11-13,,ACTIVE_NOT_RECRUITING,3
2019-09-01,,SUSPENDED,3
2024-03-21,PHASE3,COMPLETED,1
2023-11-23,PHASE2,COMPLETED,1
2021-11-03,PHASE1;PHASE2,COMPLETED,1
2008-10-01,PHASE2,COMPLETED,1
2019-01-10,PHASE1,TERMINATED,1
2020-11-06,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,2
2023-09-15,PHASE4,ENROLLING_BY_INVITATION,1
2020-03-19,PHASE3,ACTIVE_NOT_RECRUITING,1
2016-11-29,,UNKNOWN,1
2013-04-08,PHASE1,COMPLETED,1
2023-12-27,PHASE1;PHASE2,RECRUITING,1
2018-07-02,PHASE2;PHASE3,UNKNOWN,1
2004-06-10,PHASE2,RECRUITING,1
2022-12-20,PHASE3,NOT_YET_RECRUITING,1
2022-01-14,PHASE2;PHASE3,TERMINATED,1
2022-04-08,PHASE1;PHASE2,UNKNOWN,1
2024-08-01,PHASE1,ACTIVE_NOT_RECRUITING,1
2020-08-15,PHASE3,UNKNOWN,1
2019-05-12,PHASE4,COMPLETED,1
2023-01-04,,ACTIVE_NOT_RECRUITING,1
2018-08-20,PHASE2,ACTIVE_NOT_RECRUITING,1
2007-06-14,PHASE2,COMPLETED,1
2022-06-15,PHASE1;PHASE2,WITHDRAWN,1
2020-10-11,PHASE3,COMPLETED,1
2008-10-12,,COMPLETED,1
2018-10-12,,TERMINATED,1
2021-08-03,,ACTIVE_NOT_RECRUITING,2
2020-04-07,,RECRUITING,3
2015-05-26,PHASE4,COMPLETED,1
2024-01-12,,NOT_YET_RECRUITING,1
2011-11-01,,TERMINATED,1
2019-11-04,PHASE1;PHASE2,TERMINATED,2
2019-05-20,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,1
2017-07-21,PHASE4,COMPLETED,3
2024-06-04,,NOT_YET_RECRUITING,2
2024-05-30,PHASE2;PHASE3,RECRUITING,1
2022-07-11,PHASE1,COMPLETED,5
2023-03-30,PHASE4,COMPLETED,2
2022-01-29,,WITHDRAWN,1
2016-04-07,PHASE4,COMPLETED,2
2009-03-25,PHASE2;PHASE3,COMPLETED,1
2021-11-05,PHASE2,WITHDRAWN,1
2008-02-07,PHASE2,COMPLETED,2
2015-12-01,PHASE2,WITHDRAWN,1
2022-04-07,PHASE2,TERMINATED,1
2017-10-01,PHASE1,TERMINATED,2
2025-03-20,,ENROLLING_BY_INVITATION,1
2012-02-27,PHASE3,TERMINATED,1
2011-06-10,PHASE1,COMPLETED,1
2017-01-25,,TERMINATED,2
2006-03-03,,COMPLETED,1
2008-11-24,PHASE1;PHASE2,COMPLETED,1
2017-06-22,PHASE3,COMPLETED,3
2004-04-01,PHASE3,COMPLETED,1
2007-12-10,EARLY_PHASE1,COMPLETED,1
2019-01-20,PHASE4,COMPLETED,2
2024-09-27,PHASE2;PHASE3,NOT_YET_RECRUITING,1
2023-11-19,PHASE1,RECRUITING,1
2017-03-20,PHASE2,RECRUITING,1
2019-01-05,PHASE4,WITHDRAWN,1
2013-08-30,PHASE1,COMPLETED,2
2018-01-24,PHASE1,TERMINATED,1
2016-03-08,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,1
2023-08-10,PHASE2,ACTIVE_NOT_RECRUITING,1
2018-02-15,PHASE4,COMPLETED,1
2023-08-29,PHASE2,ACTIVE_NOT_RECRUITING,1
2013-08-23,PHASE3,ACTIVE_NOT_RECRUITING,1
2006-04-19,,TERMINATED,1
2007-04-01,,UNKNOWN,1
2020-09-03,PHASE4,COMPLETED,1
2023-08-26,PHASE1,RECRUITING,1
2020-10-15,PHASE4,RECRUITING,1
2023-04-20,PHASE4,RECRUITING,1
2025-05-15,PHASE2;PHASE3,RECRUITING,1
2016-03-22,,UNKNOWN,2
2017-10-19,,ACTIVE_NOT_RECRUITING,1
2015-06-03,EARLY_PHASE1,COMPLETED,2
2024-05-06,PHASE1,NOT_YET_RECRUITING,2
2019-07-19,PHASE1,COMPLETED,6
2002-07-30,PHASE3,COMPLETED,1
2019-11-26,,RECRUITING,6
2016-02-21,,COMPLETED,2
2004-03-01,PHASE1;PHASE2,COMPLETED,1
2020-06-25,PHASE2,TERMINATED,3
2022-07-22,PHASE2;PHASE3,ACTIVE_NOT_RECRUITING,1
2017-10-04,PHASE1,TERMINATED,1
2023-11-08,EARLY_PHASE1,COMPLETED,1
2001-01-29,PHASE2,COMPLETED,1
2022-08-03,PHASE2,RECRUITING,2
2022-08-08,PHASE1;PHASE2,RECRUITING,1
2022-08-23,PHASE2;PHASE3,COMPLETED,1
2023-04-13,EARLY_PHASE1,COMPLETED,1
2017-09-19,EARLY_PHASE1,ACTIVE_NOT_RECRUITING,1
2018-11-20,PHASE4,ENROLLING_BY_INVITATION,1
2024-10-30,PHASE1;PHASE2,NOT_YET_RECRUITING,2
2006-11-13,PHASE2,COMPLETED,1
2010-07-20,PHASE1,TERMINATED,1
2014-03-01,,WITHDRAWN,1
2009-08-20,PHASE2,TERMINATED,1
2016-10-22,,RECRUITING,1
2024-11-13,,TERMINATED,1
2006-12-08,PHASE2,COMPLETED,1
2019-07-04,PHASE2,COMPLETED,1
2021-09-30,PHASE1,WITHDRAWN,1
2017-10-17,EARLY_PHASE1,COMPLETED,1
2017-02-25,PHASE4,COMPLETED,1
2013-08-12,PHASE2,ACTIVE_NOT_RECRUITING,1
2019-01-21,,TERMINATED,1
2022-11-30,PHASE1,UNKNOWN,1
2017-03-06,PHASE4,UNKNOWN,1
2014-06-16,PHASE2,COMPLETED,2
2010-07-15,,COMPLETED,4
2020-01-16,PHASE2,ACTIVE_NOT_RECRUITING,2
2019-08-30,PHASE1;PHASE2,COMPLETED,1
2024-09-11,EARLY_PHASE1,RECRUITING,1
2021-02-15,PHASE4,UNKNOWN,2
2018-01-23,PHASE4,COMPLETED,3
2017-08-03,PHASE2,TERMINATED,1
2018-07-31,PHASE2,WITHDRAWN,1
2010-04-22,PHASE3,COMPLETED,2
2015-02-15,PHASE1;PHASE2,COMPLETED,2
2022-10-12,PHASE2,RECRUITING,3
2020-09-29,PHASE1;PHASE2,RECRUITING,1
2014-02-03,PHASE2,COMPLETED,3
2018-09-12,PHASE2,COMPLETED,2
2021-06-30,PHASE1;PHASE2,WITHDRAWN,1
2022-08-30,PHASE2,COMPLETED,2
2015-08-17,PHASE2,TERMINATED,1
2016-06-30,PHASE4,UNKNOWN,1
2024-06-19,PHASE2,COMPLETED,1
2020-07-23,PHASE2;PHASE3,UNKNOWN,1
2016-09-05,PHASE1;PHASE2,COMPLETED,1
2019-10-16,PHASE4,TERMINATED,1
2022-03-26,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,1
2020-02-20,PHASE1,COMPLETED,3
2018-02-14,PHASE4,UNKNOWN,1
2013-03-07,PHASE4,COMPLETED,1
2023-10-31,PHASE3,COMPLETED,1
2020-12-10,PHASE4,UNKNOWN,1
2025-08-25,PHASE1;PHASE2,NOT_YET_RECRUITING,1
2022-04-15,PHASE4,COMPLETED,2
2023-10-15,PHASE3,RECRUITING,1
2022-12-06,PHASE2,RECRUITING,2
2017-09-19,,ACTIVE_NOT_RECRUITING,3
2025-06-04,PHASE2,WITHDRAWN,1
2015-04-19,,COMPLETED,2
2018-08-06,PHASE3,UNKNOWN,1
2022-11-09,PHASE1,TERMINATED,2
2006-12-19,,ACTIVE_NOT_RECRUITING,1
2018-08-08,PHASE2,TERMINATED,1
2023-10-27,PHASE1,RECRUITING,3
2024-02-07,,ACTIVE_NOT_RECRUITING,4
2022-04-01,PHASE3,RECRUITING,5
2018-09-20,,WITHDRAWN,1
2024-05-27,PHASE3,WITHDRAWN,1
2014-02-05,,RECRUITING,1
2021-06-28,PHASE3,ACTIVE_NOT_RECRUITING,2
2012-10-10,PHASE1;PHASE2,COMPLETED,2
2021-11-30,PHASE1;PHASE2,UNKNOWN,1
2024-10-21,PHASE2;PHASE3,WITHDRAWN,1
2022-10-10,EARLY_PHASE1,RECRUITING,1
2020-05-19,PHASE3,ACTIVE_NOT_RECRUITING,1
2011-03-17,,ACTIVE_NOT_RECRUITING,1
2009-05-15,PHASE1,TERMINATED,1
2018-02-20,,WITHDRAWN,1
2018-06-18,,ACTIVE_NOT_RECRUITING,1
2014-03-13,PHASE1,COMPLETED,1
2016-06-16,PHASE2,COMPLETED,1
2022-12-15,PHASE1,RECRUITING,4
2018-05-28,PHASE2,ACTIVE_NOT_RECRUITING,1
2024-12-04,PHASE4,ACTIVE_NOT_RECRUITING,1
2015-11-20,PHASE4,TERMINATED,1
2024-06-07,PHASE1,RECRUITING,3
2020-04-14,PHASE4,COMPLETED,2
2012-07-15,,COMPLETED,1
2021-10-29,PHASE1,RECRUITING,1
2025-03-20,PHASE1,NOT_YET_RECRUITING,2
2012-03-01,PHASE2,ACTIVE_NOT_RECRUITING,1
2016-05-13,PHASE2,ACTIVE_NOT_RECRUITING,1
2004-04-05,PHASE2,TERMINATED,1
2018-01-05,PHASE1,WITHDRAWN,1
2013-02-27,PHASE1,COMPLETED,1
2020-12-10,EARLY_PHASE1,COMPLETED,1
2019-12-19,,WITHDRAWN,1
2010-10-26,PHASE2,COMPLETED,1
2016-10-06,,TERMINATED,3
2022-03-20,PHASE2,RECRUITING,1
2023-10-03,,UNKNOWN,1
2018-06-18,PHASE3,COMPLETED,3
2020-04-03,PHASE2,WITHDRAWN,2
2020-10-15,EARLY_PHASE1,COMPLETED,2
2025-05-23,PHASE3,RECRUITING,2
2019-05-28,PHASE1;PHASE2,WITHDRAWN,1
2022-07-17,PHASE1,UNKNOWN,2
2018-04-04,,TERMINATED,3
2021-09-10,PHASE1,TERMINATED,2
2025-08-07,,ENROLLING_BY_INVITATION,1
2021-03-29,PHASE3,TERMINATED,1
2000-03-16,,COMPLETED,1
2017-06-09,PHASE2,UNKNOWN,1
2023-11-21,PHASE1;PHASE2,RECRUITING,2
2024-01-24,PHASE4,RECRUITING,3
2020-06-30,PHASE1,ACTIVE_NOT_RECRUITING,1
2017-11-13,PHASE2,TERMINATED,2
2010-08-16,,COMPLETED,1
2022-03-22,EARLY_PHASE1,UNKNOWN,2
2013-05-30,,WITHDRAWN,1
2020-06-28,PHASE1,COMPLETED,2
2018-04-10,PHASE2,UNKNOWN,1
2010-03-01,PHASE2,COMPLETED,2
2018-03-21,PHASE1;PHASE2,TERMINATED,1
2020-02-24,PHASE2,TERMINATED,1
2025-10-05,,NOT_YET_RECRUITING,2
1993-07-01,,COMPLETED,1
2014-07-03,PHASE1,COMPLETED,1
2022-10-28,PHASE1,RECRUITING,1
2022-03-01,PHASE3,ACTIVE_NOT_RECRUITING,3
2023-11-30,PHASE2,SUSPENDED,1
2019-12-30,PHASE2,UNKNOWN,3
2018-04-02,PHASE2,UNKNOWN,1
2013-04-05,,RECRUITING,1
2011-09-19,PHASE3,UNKNOWN,1
2016-03-09,PHASE1,COMPLETED,3
2022-12-05,PHASE4,RECRUITING,1
2021-05-12,PHASE1,ACTIVE_NOT_RECRUITING,1
2022-11-30,PHASE2,ACTIVE_NOT_RECRUITING,2
2014-07-29,PHASE4,COMPLETED,1
2019-11-27,PHASE3,SUSPENDED,1
2025-02-21,EARLY_PHASE1,RECRUITING,1
2024-01-06,PHASE2,RECRUITING,1
2015-03-01,PHASE2,UNKNOWN,1
2008-03-04,PHASE2,TERMINATED,2
2016-08-17,EARLY_PHASE1,COMPLETED,1
2016-10-31,PHASE3,COMPLETED,1
2023-06-19,,NOT_YET_RECRUITING,1
2025-03-29,PHASE4,RECRUITING,1
2024-09-06,PHASE4,RECRUITING,1
2018-01-10,PHASE4,TERMINATED,1
2024-10-01,PHASE1;PHASE2,COMPLETED,2
2007-12-31,PHASE4,COMPLETED,1
2024-03-18,,ENROLLING_BY_INVITATION,2
2022-11-01,PHASE2;PHASE3,COMPLETED,1
2023-12-08,PHASE1,RECRUITING,3
2023-06-07,PHASE1;PHASE2,NOT_YET_RECRUITING,1
2024-11-21,EARLY_PHASE1,RECRUITING,2
2012-02-27,,COMPLETED,1
2023-01-30,,TERMINATED,1
2005-09-14,,RECRUITING,1
2015-11-12,PHASE4,COMPLETED,1
2023-04-19,PHASE2,ACTIVE_NOT_RECRUITING,4
2017-09-21,PHASE1;PHASE2,RECRUITING,1
2021-11-08,PHASE2,ACTIVE_NOT_RECRUITING,1
2012-10-24,PHASE3,COMPLETED,4
2022-08-31,PHASE1,RECRUITING,2
2019-07-10,PHASE4,RECRUITING,1
2021-11-26,,ACTIVE_NOT_RECRUITING,2
2019-10-16,PHASE4,UNKNOWN,1
2017-12-11,PHASE1,TERMINATED,1
2004-11-17,PHASE4,COMPLETED,1
2025-01-18,PHASE4,RECRUITING,1
2008-07-24,PHASE2,TERMINATED,1
2015-09-15,PHASE2,COMPLETED,1
2025-06-01,PHASE2;PHASE3,RECRUITING,1
2019-06-04,PHASE3,UNKNOWN,1
2024-09-01,PHASE1,COMPLETED,3
2012-12-04,PHASE3,COMPLETED,2
2006-08-28,PHASE1,TERMINATED,1
2016-02-11,PHASE1,COMPLETED,1
2020-02-20,PHASE2,UNKNOWN,2
2025-03-27,PHASE2,WITHDRAWN,1
2010-05-28,PHASE3,TERMINATED,1
2021-04-27,PHASE2;PHASE3,UNKNOWN,1
2024-04-06,PHASE1,COMPLETED,1
2025-04-20,PHASE3,RECRUITING,2
2018-01-29,PHASE2,UNKNOWN,1
2011-09-30,PHASE4,COMPLETED,2
2021-06-16,PHASE3,COMPLETED,1
2014-11-28,PHASE3,UNKNOWN,1
1980-08-26,,COMPLETED,1
2022-02-17,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,3
2024-07-20,PHASE1;PHASE2,NOT_YET_RECRUITING,2
2008-01-01,,ENROLLING_BY_INVITATION,1
2016-11-04,PHASE1,TERMINATED,1
2018-02-12,PHASE1;PHASE2,UNKNOWN,1
2021-02-24,PHASE2;PHASE3,TERMINATED,1
2022-08-24,PHASE2,RECRUITING,1
2000-06-01,,COMPLETED,1
2022-12-29,PHASE1;PHASE2,RECRUITING,1
2020-09-22,EARLY_PHASE1,RECRUITING,1
2022-11-01,PHASE1,ENROLLING_BY_INVITATION,1
2004-12-01,PHASE2,COMPLETED,1
2019-09-27,PHASE2,ACTIVE_NOT_RECRUITING,2
2021-03-02,PHASE2,RECRUITING,3
2018-09-03,,TERMINATED,1
2022-09-21,PHASE2,ACTIVE_NOT_RECRUITING,1
2021-10-13,PHASE1,UNKNOWN,1
2018-08-01,PHASE3,WITHDRAWN,2
2024-12-08,,RECRUITING,4
2021-04-02,PHASE3,RECRUITING,1
2019-12-01,EARLY_PHASE1,UNKNOWN,2
2026-02-27,,NOT_YET_RECRUITING,1
2018-12-17,PHASE1,UNKNOWN,1
2021-11-08,PHASE4,UNKNOWN,2
